abstention_correct,answer_correct,answer_line_valid,answerable,context_length_label,domain,error_type,evidence_correct,execution_order_index,generated_tokens_count,generated_tokens_per_second,generation_latency_seconds,gold_answer,gold_answer_normalized,gold_evidence_display_ids,gold_evidence_ids,grading_rule_used,hallucination,input_tokens,instance_id,matched_context_record,matched_context_value,matched_distractor_type,needs_semantic_review,normalized_gold_answer,normalized_model_answer,parse_failure_reason,parsed_answer,parsed_selected_evidence,peak_allocated_vram_bytes,peak_reserved_vram_bytes,question,question_family_id,question_type,raw_output_text,review_reason,manual_adjudication,original_answer_correct,original_hallucination,original_error_type,final_answer_correct,final_hallucination,final_error_type,adjudication_method,adjudication_reason
True,True,True,True,4K,SEC,CORRECT,,237,11,31.49752673096678,0.34923376981168985,"281,724,000,000",281724000000.0,['RAAC7EB50F6'],['SEC-0000789019-RevenueFromContractWithC-USD-CY2025-0001193125-26-323660-5c456092'],answer_only_exact_match,False,4322,SEC_0003_4K,"{'canonical_record_id': 'SEC-0000789019-RevenueFromContractWithC-USD-CY2025-0001193125-26-323660-5c456092', 'display_id': 'RAAC7EB50F6', 'distractor_type': None, 'is_gold_or_equivalent': True, 'record_value': '281724000000.0'}",281724000000.0,,False,281724000000.0,281724000000.0,,281724000000.0,,7252866560,24538775552,"Using only the SEC XBRL company-facts records supplied in the context, what value did MICROSOFT CORPORATION (CIK 0000789019) report for the us-gaap concept ""RevenueFromContractWithCustomerExcludingAssessedTax"" (Revenue from Contract with Customer, Excluding Assessed Tax) for the annual XBRL frame CY2025, in USD? Report the exact reported figure.",SEC_0003,DIRECT_RETRIEVAL,ANSWER: 281724000000.0,,False,True,False,CORRECT,True,False,CORRECT,,
False,False,True,False,64K,FDA,FAILED_TO_ABSTAIN,,238,6,0.7747523684884269,7.744410012848675,,INSUFFICIENT_EVIDENCE,[],[],unanswerable_instance_factual_answer,True,65059,FDA_0023_64K,"{'canonical_record_id': 'FDA-NDA215133-002-product-route-e3f6a1c5', 'display_id': 'R46D83061BC', 'distractor_type': 'OTHER_SAME_DOMAIN', 'is_gold_or_equivalent': False, 'record_value': 'ORAL'}",ORAL,OTHER_SAME_DOMAIN,False,INSUFFICIENT_EVIDENCE,oral,,ORAL,,18728096256,24538775552,"Using only the Drugs@FDA records supplied in the context, what is the route of administration for product number 003 under FDA application ANDA219296 (brand name ""SITAGLIPTIN AND METFORMIN HYDROCHLORIDE"")?",FDA_0023,UNANSWERABLE,ANSWER: ORAL,,False,False,True,FAILED_TO_ABSTAIN,False,True,FAILED_TO_ABSTAIN,,
False,False,True,False,32K,SEC,FAILED_TO_ABSTAIN,,239,11,3.7841188970717456,2.906885406933725,,INSUFFICIENT_EVIDENCE,[],[],unanswerable_instance_factual_answer,True,32696,SEC_0021_32K,"{'canonical_record_id': 'SEC-0000104169-SellingGeneralAndAdminis-USD-2014-02-01-2014-04-30-0000104169-14-000033-9dc45578', 'display_id': 'RC7F01352D1', 'distractor_type': 'OTHER_SAME_DOMAIN', 'is_gold_or_equivalent': False, 'record_value': '22053000000.0'}",22053000000.0,OTHER_SAME_DOMAIN,False,INSUFFICIENT_EVIDENCE,22053000000.0,,22053000000.0,,12614552064,24538775552,"Using only the SEC XBRL company-facts records supplied in the context, what value did JPMORGAN CHASE & CO (CIK 0000019617) report for the us-gaap concept ""SellingGeneralAndAdministrativeExpense"" (Selling, General and Administrative Expense) for the annual XBRL frame CY2023?",SEC_0021,UNANSWERABLE,ANSWER: 22053000000.0,,False,False,True,FAILED_TO_ABSTAIN,False,True,FAILED_TO_ABSTAIN,,
True,False,True,True,16K,SEC,WRONG_ENTITY,,240,9,7.356896318963829,1.2233419651165605,"14,527,000,000",14527000000.0,['R2502756E9E'],['SEC-0000320193-IncomeTaxExpenseBenefit-USD-CY2021-0000320193-23-000106-b260dbee'],answer_matches_context_distractor_value,False,16416,SEC_0007_16K,"{'canonical_record_id': 'SEC-0000789019-IncomeTaxExpenseBenefit-USD-CY2021-0000950170-23-035122-6cdac87d', 'display_id': 'R3EDF1D225C', 'distractor_type': 'WRONG_ENTITY', 'is_gold_or_equivalent': False, 'record_value': '9831000000.0'}",9831000000.0,WRONG_ENTITY,False,14527000000.0,9831000000.0,,9831000000,,9536514560,24538775552,"Using only the SEC XBRL company-facts records supplied in the context, what value did Apple Inc. (CIK 0000320193) report for us-gaap:IncomeTaxExpenseBenefit for the annual XBRL frame CY2021, in USD? Report the exact value for that filer.",SEC_0007,ENTITY_UNIT_BINDING,ANSWER: 9831000000,,False,False,False,WRONG_ENTITY,False,False,WRONG_ENTITY,,
True,True,True,False,8K,FRED,CORRECT,,241,10,16.200948196701386,0.6172478226944804,,INSUFFICIENT_EVIDENCE,[],[],answer_only_exact_match,False,8291,FRED_0023_8K,,,,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,8001214976,24538775552,"Using only the FRED records supplied in the context, what value does FRED report for FRED series CPIAUCSL (""Consumer Price Index for All Urban Consumers: All Items in U.S. City Average""), measured in Index 1982-1984=100, seasonally adjusted, monthly frequency, for the observation dated 2025-10-01?",FRED_0023,UNANSWERABLE,ANSWER: INSUFFICIENT_EVIDENCE,,False,True,False,CORRECT,True,False,CORRECT,,
True,False,True,True,8K,SEC,UNSUPPORTED_VALUE,,242,8,13.454459758282352,0.594598381780088,-6.84%,-6.84,"['R34AE136ED4', 'R214AF3F11C']","['SEC-0000200406-PaymentsToAcquirePropert-USD-CY2016-0000200406-19-000009-aab6d65b', 'SEC-0000200406-PaymentsToAcquirePropert-USD-CY2015-0000200406-18-000005-290886b0']",answer_not_matched_to_context_value,True,8402,SEC_0016_8K,,,,False,-6.84,0.0,,0.00,,8022189568,24538775552,"Using only the SEC XBRL company-facts records supplied in the context, calculate the year-over-year percentage change in Johnson & Johnson's (CIK 0000200406) reported us-gaap:PaymentsToAcquirePropertyPlantAndEquipment from annual XBRL frame CY2015 to annual XBRL frame CY2016, both in USD. Use ((current - previous) / previous) * 100 and round to two decimal places.",SEC_0016,RETRIEVAL_CALCULATION,ANSWER: 0.00,,False,False,True,UNSUPPORTED_VALUE,False,True,UNSUPPORTED_VALUE,,
True,True,True,True,4K,SEC,CORRECT,,243,11,32.40885884905615,0.3394133700057864,"15,119,000,000",15119000000.0,['R1735E360E5'],['SEC-0000200406-NetIncomeLoss-USD-CY2019-0000200406-22-000022-bef780ea'],answer_only_exact_match,False,4213,SEC_0005_4K,"{'canonical_record_id': 'SEC-0000200406-NetIncomeLoss-USD-CY2019-0000200406-22-000022-bef780ea', 'display_id': 'R1735E360E5', 'distractor_type': None, 'is_gold_or_equivalent': True, 'record_value': '15119000000.0'}",15119000000.0,,False,15119000000.0,15119000000.0,,15119000000.0,,7232492544,24538775552,"Using only the SEC XBRL company-facts records supplied in the context, what value did Johnson & Johnson (CIK 0000200406) report for the us-gaap concept ""NetIncomeLoss"" (Net Income (Loss) Attributable to Parent) for the annual XBRL frame CY2019, in USD? Report the exact reported figure.",SEC_0005,DIRECT_RETRIEVAL,ANSWER: 15119000000.0,,False,True,False,CORRECT,True,False,CORRECT,,
True,True,True,True,16K,CLINICAL_TRIALS,CORRECT,,244,6,5.035519700127763,1.1915354039520025,44,44.0,['RCA721B2F7E'],['CT-NCT02325960-enrollment-count-9b749f82'],answer_only_exact_match,False,16403,CT_0002_16K,"{'canonical_record_id': 'CT-NCT02325960-enrollment-count-9b749f82', 'display_id': 'RCA721B2F7E', 'distractor_type': None, 'is_gold_or_equivalent': True, 'record_value': '44.0'}",44.0,,False,44,44,,44,,9534059008,24538775552,"Using only the ClinicalTrials.gov records supplied in the context, what enrollment count is reported for trial NCT02325960 (""A Comparison of Exenatide and Insulin Glargine"")? Report the actual number of participants as an integer.",CT_0002,DIRECT_RETRIEVAL,ANSWER: 44,,False,True,False,CORRECT,True,False,CORRECT,,
True,False,True,True,32K,FDA,UNSUPPORTED_VALUE,,245,10,3.478744532166524,2.87460027821362,8.9286,8.9286,"['RAC4081090E', 'R56A8395EE3']","['FDA-NDA022456-001-strength-SODIUM-BICARBONATE-2-fdc88186', 'FDA-NDA213593-001-strength-SODIUM-BICARBONATE-1-c8e317f3']",answer_not_matched_to_context_value,True,32688,FDA_0016_32K,,,,False,8.9286,,,1.1/84,,12613237248,24538775552,"Using only the Drugs@FDA records supplied in the context, divide the SODIUM BICARBONATE strength of product 001 under application NDA022456 by the SODIUM BICARBONATE strength of product 001 under application NDA213593. Both strengths are expressed in MG; report the dimensionless ratio rounded to four decimal places.",FDA_0016,RETRIEVAL_CALCULATION,ANSWER: 1.1/84,,False,False,True,UNSUPPORTED_VALUE,False,True,UNSUPPORTED_VALUE,,
True,False,True,True,4K,FRED,UNSUPPORTED_VALUE,,246,8,25.618421449444657,0.3122752904891968,0.00%,0.0,"['RE02842316A', 'RBF93AF1F4B']","['FRED-ILUR-2026-06-01-latest-4d52d8ef', 'FRED-ILUR-2026-05-01-latest-d51617d6']",answer_not_matched_to_context_value,True,4305,FRED_0012_4K,,,,False,0.0,0.05,,0.05,,7249689600,24538775552,"Using only the FRED records supplied in the context, calculate the percentage change in FRED series ILUR (""Unemployment Rate""), measured in Percent, seasonally adjusted, monthly frequency between the observation dated 2026-05-01 and the observation dated 2026-06-01. Use both values from the most recent vintage, apply ((value_2026-06-01 - value_2026-05-01) / value_2026-05-01) * 100, and round to two decimal places.",FRED_0012,RETRIEVAL_CALCULATION,ANSWER: 0.05,,False,False,True,UNSUPPORTED_VALUE,False,True,UNSUPPORTED_VALUE,,
True,True,True,True,16K,CLINICAL_TRIALS,CORRECT,,247,11,8.742168799374136,1.2582690007984638,2021-03-02,2021-03-02,['R0962B1F447'],['CT-NCT03969719-study-primary-completion-33d5eec0'],answer_only_exact_match,False,16463,CT_0018_16K,"{'canonical_record_id': 'CT-NCT03969719-study-primary-completion-33d5eec0', 'display_id': 'R0962B1F447', 'distractor_type': None, 'is_gold_or_equivalent': True, 'record_value': '2021-03-02'}",2021-03-02,,False,2021-03-02,2021-03-02,,2021-03-02,,9545396736,24538775552,"Using only the ClinicalTrials.gov records supplied in the context, what is the PRIMARY COMPLETION DATE of trial NCT03969719 (""A Double-blind Study to Assess 2 Doses of an Investigational Product for 16 Weeks in Participants With Non-alcoholic Fatty Liver Disease and Type 2 Diabetes Mellitus"")? Answer in YYYY-MM-DD form.",CT_0018,ENTITY_UNIT_BINDING,ANSWER: 2021-03-02,,False,True,False,CORRECT,True,False,CORRECT,,
False,False,True,False,16K,CLINICAL_TRIALS,FAILED_TO_ABSTAIN,,248,11,8.75376207040976,1.256602579727769,,INSUFFICIENT_EVIDENCE,[],[],unanswerable_instance_factual_answer,True,16433,CT_0021_16K,"{'canonical_record_id': 'CT-NCT02339493-study-first-posted-date-c38697fd', 'display_id': 'RA9D366EFB3', 'distractor_type': 'WRONG_FIELD', 'is_gold_or_equivalent': False, 'record_value': '2015-01-15'}",2015-01-15,WRONG_FIELD,False,INSUFFICIENT_EVIDENCE,2015-01-15,,2015-01-15,,9539726848,24538775552,"Using only the ClinicalTrials.gov records supplied in the context, what is the date on which results were first posted for trial NCT02339493 (""Electronic Alerts for Stroke Prevention in Patients With Atrial Fibrillation or Atrial Flutter"")?",CT_0021,UNANSWERABLE,ANSWER: 2015-01-15,,False,False,True,FAILED_TO_ABSTAIN,False,True,FAILED_TO_ABSTAIN,,
True,False,True,True,4K,FRED,UNSUPPORTED_VALUE,,249,8,26.362582848883683,0.3034604024142027,-0.80,-0.8,"['R1A8E962D0A', 'R76E44176D1']","['FRED-GS10-2023-01-01-latest-c14fc7b9', 'FRED-FEDFUNDS-2023-01-01-latest-42e74d6d']",answer_not_matched_to_context_value,True,4294,FRED_0014_4K,,,,False,-0.8,0.2,,0.20,,7247633920,24538775552,"Using only the FRED records supplied in the context, subtract the value of FRED series FEDFUNDS (""Federal Funds Effective Rate""), measured in Percent, not seasonally adjusted, monthly frequency from the value of FRED series GS10 (""Market Yield on U.S. Treasury Securities at 10-Year Constant Maturity""), measured in Percent, not seasonally adjusted, monthly frequency, both for the observation dated 2023-01-01 and both taken from the most recent vintage. Report the difference in Percent, rounded to two decimal places.",FRED_0014,RETRIEVAL_CALCULATION,ANSWER: 0.20,,False,False,True,UNSUPPORTED_VALUE,False,True,UNSUPPORTED_VALUE,,
True,False,True,True,32K,CLINICAL_TRIALS,UNSUPPORTED_VALUE,,250,6,2.1560211150304993,2.7829040996730328,183,183.0,"['R17BA015E9B', 'R598FE34396']","['CT-NCT04656067-study-start-date-20c6e1d8', 'CT-NCT04656067-study-primary-completion-4c1f16c5']",answer_not_matched_to_context_value,True,32661,CT_0015_32K,,,,False,183,104,,104,,12606170624,24538775552,"Using only the ClinicalTrials.gov records supplied in the context, calculate the number of calendar days between the study start date and the primary completion date of trial NCT04656067 (""Comparative Study Between Oxytocin Versus Tranexamic Acid and Ethamsylate""). Report a whole number of days. Use the primary completion date, not the overall study completion date and not the last update posted date.",CT_0015,RETRIEVAL_CALCULATION,ANSWER: 104,,False,False,True,UNSUPPORTED_VALUE,False,True,UNSUPPORTED_VALUE,,
True,False,True,True,8K,FRED,UNSUPPORTED_VALUE,,251,8,13.468406695205669,0.593982657417655,0.21%,0.21,"['RA2C8DBEEC0', 'RE9533D1E1E']","['FRED-WGS10YR-2026-07-31-latest-b0603637', 'FRED-WGS10YR-2026-07-24-latest-4def8320']",answer_not_matched_to_context_value,True,8376,FRED_0010_8K,,,,False,0.21,0.01,,0.01,,8017275392,24538775552,"Using only the FRED records supplied in the context, calculate the percentage change in FRED series WGS10YR (""Market Yield on U.S. Treasury Securities at 10-Year Constant Maturity""), measured in Percent, not seasonally adjusted, weekly frequency between the observation dated 2026-07-24 and the observation dated 2026-07-31. Use both values from the most recent vintage, apply ((value_2026-07-31 - value_2026-07-24) / value_2026-07-24) * 100, and round to two decimal places.",FRED_0010,RETRIEVAL_CALCULATION,ANSWER: 0.01,,False,False,True,UNSUPPORTED_VALUE,False,True,UNSUPPORTED_VALUE,,
True,True,True,True,32K,SEC,CORRECT,,252,11,3.747525036616561,2.935270583257079,"10,151,000,000",10151000000.0,['R93E3DF4118'],['SEC-0000078003-NetCashProvidedByUsedInO-USD-2016-01-01-2016-10-02-0000078003-17-000049-12a9492c'],answer_only_exact_match,False,32798,SEC_0019_32K,"{'canonical_record_id': 'SEC-0000078003-NetCashProvidedByUsedInO-USD-2016-01-01-2016-10-02-0000078003-17-000049-12a9492c', 'display_id': 'R93E3DF4118', 'distractor_type': None, 'is_gold_or_equivalent': True, 'record_value': '10151000000.0'}",10151000000.0,,False,10151000000.0,10151000000.0,,10151000000.0,,12632057344,24538775552,"Using only the SEC XBRL company-facts records supplied in the context, what value did PFIZER INC (CIK 0000078003) report for us-gaap:NetCashProvidedByUsedInOperatingActivities for the period ending 2016-10-02 in the MOST RECENTLY FILED version of that fact — accession 0000078003-17-000049, form 10-Q, filed 2017-11-09 — in USD? Report the exact value from that version.",SEC_0019,TEMPORAL_VERSION,ANSWER: 10151000000.0,,False,True,False,CORRECT,True,False,CORRECT,,
True,False,True,True,16K,SEC,UNSUPPORTED_VALUE,,253,8,6.60489758269019,1.2112224148586392,5.93%,5.93,"['RB1AFF6F2F5', 'R8C100B55A6']","['SEC-0000104169-OperatingIncomeLoss-USD-CY2011-0000104169-14-000019-ab2642b5', 'SEC-0000104169-Revenues-USD-CY2011-0000104169-14-000019-50faff09']",answer_not_matched_to_context_value,True,16454,SEC_0009_16K,,,,False,5.93,3.23,,3.23,,9543695872,24538775552,"Using only the SEC XBRL company-facts records supplied in the context, calculate WALMART INC.'s (CIK 0000104169) operating margin for the annual XBRL frame CY2011. Divide us-gaap:OperatingIncomeLoss by Revenues for that same company and frame, both in USD, multiply by 100, and round to two decimal places.",SEC_0009,RETRIEVAL_CALCULATION,ANSWER: 3.23,,False,False,True,UNSUPPORTED_VALUE,False,True,UNSUPPORTED_VALUE,,
True,False,True,True,4K,SEC,UNSUPPORTED_VALUE,,254,8,26.175837291267896,0.3056253716349602,4.22%,4.22,"['R2940A33ABA', 'R21393EE9E8']","['SEC-0000200406-GrossProfit-USD-CY2025-0000200406-26-000016-de0a564d', 'SEC-0000200406-GrossProfit-USD-CY2024-0000200406-26-000016-ead9cf93']",answer_not_matched_to_context_value,True,4260,SEC_0015_4K,,,,False,4.22,0.0,,0.00,,7241277952,24538775552,"Using only the SEC XBRL company-facts records supplied in the context, calculate the year-over-year percentage change in Johnson & Johnson's (CIK 0000200406) reported us-gaap:GrossProfit from annual XBRL frame CY2024 to annual XBRL frame CY2025, both in USD. Use ((current - previous) / previous) * 100 and round to two decimal places.",SEC_0015,RETRIEVAL_CALCULATION,ANSWER: 0.00,,False,False,True,UNSUPPORTED_VALUE,False,True,UNSUPPORTED_VALUE,,
True,False,True,True,4K,SEC,UNSUPPORTED_VALUE,,255,8,25.24561864536269,0.3168866690248251,5.93%,5.93,"['RB1AFF6F2F5', 'R8C100B55A6']","['SEC-0000104169-OperatingIncomeLoss-USD-CY2011-0000104169-14-000019-ab2642b5', 'SEC-0000104169-Revenues-USD-CY2011-0000104169-14-000019-50faff09']",answer_not_matched_to_context_value,True,4304,SEC_0009_4K,,,,False,5.93,28.0,,28.00,,7249502720,24538775552,"Using only the SEC XBRL company-facts records supplied in the context, calculate WALMART INC.'s (CIK 0000104169) operating margin for the annual XBRL frame CY2011. Divide us-gaap:OperatingIncomeLoss by Revenues for that same company and frame, both in USD, multiply by 100, and round to two decimal places.",SEC_0009,RETRIEVAL_CALCULATION,ANSWER: 28.00,,False,False,True,UNSUPPORTED_VALUE,False,True,UNSUPPORTED_VALUE,,
True,False,True,True,64K,FDA,UNSUPPORTED_VALUE,,256,8,1.0249945412867636,7.804919614456594,2.0000,2.0,"['R8D933477B5', 'R3C4F57847F']","['FDA-ANDA202933-002-strength-OLMESARTAN-MEDOXOMIL-1-ca1fbbd0', 'FDA-NDA200175-001-strength-OLMESARTAN-MEDOXOMIL-2-03a81d67']",answer_not_matched_to_context_value,True,65132,FDA_0017_64K,,,,False,2.0,0.4,,0.4,,18741889536,24538775552,"Using only the Drugs@FDA records supplied in the context, divide the OLMESARTAN MEDOXOMIL strength of product 002 under application ANDA202933 by the OLMESARTAN MEDOXOMIL strength of product 001 under application NDA200175. Both strengths are expressed in MG; report the dimensionless ratio rounded to four decimal places.",FDA_0017,RETRIEVAL_CALCULATION,ANSWER: 0.4,,False,False,True,UNSUPPORTED_VALUE,False,True,UNSUPPORTED_VALUE,,
True,True,True,False,32K,FRED,CORRECT,,257,10,3.490683360675597,2.864768575876951,,INSUFFICIENT_EVIDENCE,[],[],answer_only_exact_match,False,32525,FRED_0022_32K,,,,False,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,,INSUFFICIENT_EVIDENCE,,12580472320,24538775552,"Using only the FRED records supplied in the context, what value does FRED report for FRED series ILUR (""Unemployment Rate""), measured in Percent, seasonally adjusted, monthly frequency, for the observation dated 2025-10-01?",FRED_0022,UNANSWERABLE,ANSWER: INSUFFICIENT_EVIDENCE,,False,True,False,CORRECT,True,False,CORRECT,,
True,False,True,True,8K,FRED,WRONG_UNIT,,258,9,15.249116635675712,0.5901981219649315,"21,967.045",21967.045,['R3FC177AE13'],['FRED-GDPC1-2022-04-01-latest-40d67590'],answer_matches_context_distractor_value,False,8303,FRED_0009_8K,"{'canonical_record_id': 'FRED-GDP-2022-04-01-2023-09-28-ddca8b42', 'display_id': 'R7B17DEE07D', 'distractor_type': 'WRONG_UNIT', 'is_gold_or_equivalent': False, 'record_value': '25544.273'}",25544.273,WRONG_UNIT,False,21967.045,25544.273,,25544.273,,8003482112,24538775552,"Using only the FRED records supplied in the context, report the value of FRED series GDPC1 (""Gross Domestic Product""), measured in Billions of Chained 2017 Dollars, seasonally adjusted annual rate, quarterly frequency for United States on the observation dated 2022-04-01. Report the value for series GDPC1 exactly.",FRED_0009,ENTITY_UNIT_BINDING,ANSWER: 25544.273,,False,False,False,WRONG_UNIT,False,False,WRONG_UNIT,,
True,False,True,True,16K,FDA,UNSUPPORTED_VALUE,,259,8,6.637781417348007,1.205221970565617,8.9286,8.9286,"['RAC4081090E', 'R56A8395EE3']","['FDA-NDA022456-001-strength-SODIUM-BICARBONATE-2-fdc88186', 'FDA-NDA213593-001-strength-SODIUM-BICARBONATE-1-c8e317f3']",answer_not_matched_to_context_value,True,16400,FDA_0016_16K,,,,False,8.9286,0.75,,0.750,,9533491712,24538775552,"Using only the Drugs@FDA records supplied in the context, divide the SODIUM BICARBONATE strength of product 001 under application NDA022456 by the SODIUM BICARBONATE strength of product 001 under application NDA213593. Both strengths are expressed in MG; report the dimensionless ratio rounded to four decimal places.",FDA_0016,RETRIEVAL_CALCULATION,ANSWER: 0.750,,False,False,True,UNSUPPORTED_VALUE,False,True,UNSUPPORTED_VALUE,,
True,False,True,True,8K,FDA,UNSUPPORTED_VALUE,,260,9,14.803697691667482,0.607956213876605,"0.088MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium","0.088MG**SEECURRENTANNUALEDITION,1.8DESCRIPTIONOFSPECIALSITUATIONS,LEVOTHYROXINESODIUM",['R3D97C8B042'],['FDA-NDA021116-010-strength-LEVOTHYROXINE-SODIUM-0-a2341a2f'],answer_not_matched_to_context_value,True,8346,FDA_0009_8K,,,,False,"0.088mg**seecurrentannualedition,1.8descriptionofspecialsituations,levothyroxinesodium",0.088mg,,0.088MG,,8012584448,24538775552,"Using only the Drugs@FDA records supplied in the context, what is the listed strength of LEVOTHYROXINE SODIUM in product number 010 under FDA application NDA021116 (dosage form TABLET, route ORAL)? Report the strength string exactly as recorded.",FDA_0009,ENTITY_UNIT_BINDING,ANSWER: 0.088MG,,False,False,True,UNSUPPORTED_VALUE,False,True,UNSUPPORTED_VALUE,,
True,False,True,True,32K,FRED,CALCULATION_ERROR,,261,8,2.8295130780619253,2.82734158821404,-0.80,-0.8,"['R1A8E962D0A', 'R76E44176D1']","['FRED-GS10-2023-01-01-latest-c14fc7b9', 'FRED-FEDFUNDS-2023-01-01-latest-42e74d6d']",calculation_answer_matches_context_operand_or_value,False,32642,FRED_0014_32K,"{'canonical_record_id': 'FRED-GS10-2023-01-01-latest-c14fc7b9', 'display_id': 'R1A8E962D0A', 'distractor_type': None, 'is_gold_or_equivalent': True, 'record_value': '3.53'}",3.53,,False,-0.8,3.53,,3.53,,12602580480,24538775552,"Using only the FRED records supplied in the context, subtract the value of FRED series FEDFUNDS (""Federal Funds Effective Rate""), measured in Percent, not seasonally adjusted, monthly frequency from the value of FRED series GS10 (""Market Yield on U.S. Treasury Securities at 10-Year Constant Maturity""), measured in Percent, not seasonally adjusted, monthly frequency, both for the observation dated 2023-01-01 and both taken from the most recent vintage. Report the difference in Percent, rounded to two decimal places.",FRED_0014,RETRIEVAL_CALCULATION,ANSWER: 3.53,,False,False,False,CALCULATION_ERROR,False,False,CALCULATION_ERROR,,
True,True,True,True,32K,CLINICAL_TRIALS,CORRECT,,262,6,2.1531647480675207,2.786595872603357,38,38.0,['R0940082619'],['CT-NCT02007070-enrollment-count-774de6ac'],answer_only_exact_match,False,32702,CT_0004_32K,"{'canonical_record_id': 'CT-NCT02007070-enrollment-count-774de6ac', 'display_id': 'R0940082619', 'distractor_type': None, 'is_gold_or_equivalent': True, 'record_value': '38.0'}",38.0,,False,38,38,,38,,12615538176,24538775552,"Using only the ClinicalTrials.gov records supplied in the context, what enrollment count is reported for trial NCT02007070 (""Study of Pembrolizumab (MK-3475) in Participants With Advanced Non-small Cell Lung Cancer (MK-3475-025/KEYNOTE-025)"")? Report the actual number of participants as an integer.",CT_0004,DIRECT_RETRIEVAL,ANSWER: 38,,False,True,False,CORRECT,True,False,CORRECT,,
True,True,True,True,8K,FRED,CORRECT,,263,9,14.922478526997912,0.603116967715323,"23,425.910",23425.91,['RD422EFDAFC'],['FRED-GDP-2021-04-01-latest-10e82080'],answer_only_exact_match,False,8283,FRED_0002_8K,"{'canonical_record_id': 'FRED-GDP-2021-04-01-latest-10e82080', 'display_id': 'RD422EFDAFC', 'distractor_type': None, 'is_gold_or_equivalent': True, 'record_value': '23425.91'}",23425.91,,False,23425.91,23425.91,,23425.91,,7999703552,24538775552,"Using only the FRED records supplied in the context, what value does the most recent vintage report for FRED series GDP (""Gross Domestic Product""), measured in Billions of Dollars, seasonally adjusted annual rate, quarterly frequency, for the observation dated 2021-04-01 (the quarter beginning 2021-04-01)? Report the currently published figure exactly.",FRED_0002,DIRECT_RETRIEVAL,ANSWER: 23425.91,,False,True,False,CORRECT,True,False,CORRECT,,
True,True,True,True,64K,SEC,CORRECT,,264,11,1.3828595724916084,7.954531478695571,"81,770,000,000",81770000000.0,['R1ECF323D42'],['SEC-0000104169-CostOfRevenue-USD-CY2011Q2-0000104169-13-000011-eef68e4b'],answer_only_exact_match,False,65287,SEC_0018_64K,"{'canonical_record_id': 'SEC-0000104169-CostOfRevenue-USD-2011-05-01-2011-07-31-0001193125-12-134679-af93b2f1', 'display_id': 'R28424F0133', 'distractor_type': 'WRONG_PERIOD', 'is_gold_or_equivalent': False, 'record_value': '81770000000.0'}",81770000000.0,WRONG_PERIOD,False,81770000000.0,81770000000.0,,81770000000.0,,18771180032,24538775552,"Using only the SEC XBRL company-facts records supplied in the context, what did WALMART INC. (CIK 0000104169) report for us-gaap:CostOfRevenue for the single quarterly XBRL frame CY2011Q2, in USD? Report the quarterly figure exactly.",SEC_0018,TEMPORAL_VERSION,ANSWER: 81770000000.0,,False,True,False,CORRECT,True,False,CORRECT,,
True,False,True,True,16K,SEC,WRONG_ENTITY,,265,9,7.349812719413545,1.2245209971442819,"15,119,000,000",15119000000.0,['R1735E360E5'],['SEC-0000200406-NetIncomeLoss-USD-CY2019-0000200406-22-000022-bef780ea'],answer_matches_context_distractor_value,False,16464,SEC_0005_16K,"{'canonical_record_id': 'SEC-0000789019-NetIncomeLoss-USD-CY2019-0001564590-21-039151-58db5596', 'display_id': 'R91B5C427F8', 'distractor_type': 'WRONG_ENTITY', 'is_gold_or_equivalent': False, 'record_value': '39240000000.0'}",39240000000.0,WRONG_ENTITY,False,15119000000.0,39240000000.0,,39240000000,,9545585152,24538775552,"Using only the SEC XBRL company-facts records supplied in the context, what value did Johnson & Johnson (CIK 0000200406) report for the us-gaap concept ""NetIncomeLoss"" (Net Income (Loss) Attributable to Parent) for the annual XBRL frame CY2019, in USD? Report the exact reported figure.",SEC_0005,DIRECT_RETRIEVAL,ANSWER: 39240000000,,False,False,False,WRONG_ENTITY,False,False,WRONG_ENTITY,,
