instance_id,question_family_id,domain,question_type,context_length_label,context_tokens_actual,rendered_input_tokens_actual,prompt_overhead_tokens,generation_tokens_reserved,model_context_limit,remaining_context_margin,near_model_maximum,prompt_version,prompt_hash
CT_0016_82K,CT_0016,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,82K,81540,81763,223,128,131072,37,True,llama_chat_v4,5d2869822989e19b
CT_0017_4K,CT_0017,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,3994,4226,232,128,131072,77574,False,llama_chat_v4,5d2869822989e19b
CT_0017_8K,CT_0017,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,8070,8302,232,128,131072,73498,False,llama_chat_v4,5d2869822989e19b
CT_0017_16K,CT_0017,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,16226,16458,232,128,131072,65342,False,llama_chat_v4,5d2869822989e19b
CT_0017_32K,CT_0017,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,32412,32644,232,128,131072,49156,False,llama_chat_v4,5d2869822989e19b
CT_0017_64K,CT_0017,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,64894,65126,232,128,131072,16674,False,llama_chat_v4,5d2869822989e19b
CT_0017_82K,CT_0017,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,81521,81753,232,128,131072,47,True,llama_chat_v4,5d2869822989e19b
CT_0018_4K,CT_0018,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,4059,4310,251,128,131072,77490,False,llama_chat_v4,5d2869822989e19b
CT_0018_8K,CT_0018,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,8093,8344,251,128,131072,73456,False,llama_chat_v4,5d2869822989e19b
CT_0018_16K,CT_0018,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,16206,16457,251,128,131072,65343,False,llama_chat_v4,5d2869822989e19b
CT_0018_32K,CT_0018,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,32456,32707,251,128,131072,49093,False,llama_chat_v4,5d2869822989e19b
CT_0018_64K,CT_0018,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,64950,65201,251,128,131072,16599,False,llama_chat_v4,5d2869822989e19b
CT_0018_82K,CT_0018,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,81468,81719,251,128,131072,81,True,llama_chat_v4,5d2869822989e19b
CT_0019_4K,CT_0019,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,4012,4260,248,128,131072,77540,False,llama_chat_v4,5d2869822989e19b
CT_0019_8K,CT_0019,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,8119,8367,248,128,131072,73433,False,llama_chat_v4,5d2869822989e19b
CT_0019_16K,CT_0019,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,16227,16475,248,128,131072,65325,False,llama_chat_v4,5d2869822989e19b
CT_0019_32K,CT_0019,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,32456,32704,248,128,131072,49096,False,llama_chat_v4,5d2869822989e19b
CT_0019_64K,CT_0019,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,64926,65174,248,128,131072,16626,False,llama_chat_v4,5d2869822989e19b
CT_0019_82K,CT_0019,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,81533,81781,248,128,131072,19,True,llama_chat_v4,5d2869822989e19b
CT_0020_4K,CT_0020,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,4050,4296,246,128,131072,77504,False,llama_chat_v4,5d2869822989e19b
CT_0020_8K,CT_0020,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,8107,8353,246,128,131072,73447,False,llama_chat_v4,5d2869822989e19b
CT_0020_16K,CT_0020,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,16182,16428,246,128,131072,65372,False,llama_chat_v4,5d2869822989e19b
CT_0020_32K,CT_0020,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,32471,32717,246,128,131072,49083,False,llama_chat_v4,5d2869822989e19b
CT_0020_64K,CT_0020,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,64942,65188,246,128,131072,16612,False,llama_chat_v4,5d2869822989e19b
CT_0020_82K,CT_0020,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,82K,81474,81720,246,128,131072,80,True,llama_chat_v4,5d2869822989e19b
CT_0021_4K,CT_0021,CLINICAL_TRIALS,UNANSWERABLE,4K,3998,4225,227,128,131072,77575,False,llama_chat_v4,5d2869822989e19b
CT_0021_8K,CT_0021,CLINICAL_TRIALS,UNANSWERABLE,8K,8108,8335,227,128,131072,73465,False,llama_chat_v4,5d2869822989e19b
CT_0021_16K,CT_0021,CLINICAL_TRIALS,UNANSWERABLE,16K,16222,16449,227,128,131072,65351,False,llama_chat_v4,5d2869822989e19b
CT_0021_32K,CT_0021,CLINICAL_TRIALS,UNANSWERABLE,32K,32418,32645,227,128,131072,49155,False,llama_chat_v4,5d2869822989e19b
CT_0021_64K,CT_0021,CLINICAL_TRIALS,UNANSWERABLE,64K,64939,65166,227,128,131072,16634,False,llama_chat_v4,5d2869822989e19b
CT_0021_82K,CT_0021,CLINICAL_TRIALS,UNANSWERABLE,82K,81492,81719,227,128,131072,81,True,llama_chat_v4,5d2869822989e19b
CT_0022_4K,CT_0022,CLINICAL_TRIALS,UNANSWERABLE,4K,4011,4249,238,128,131072,77551,False,llama_chat_v4,5d2869822989e19b
CT_0022_8K,CT_0022,CLINICAL_TRIALS,UNANSWERABLE,8K,8091,8329,238,128,131072,73471,False,llama_chat_v4,5d2869822989e19b
CT_0022_16K,CT_0022,CLINICAL_TRIALS,UNANSWERABLE,16K,16225,16463,238,128,131072,65337,False,llama_chat_v4,5d2869822989e19b
CT_0022_32K,CT_0022,CLINICAL_TRIALS,UNANSWERABLE,32K,32410,32648,238,128,131072,49152,False,llama_chat_v4,5d2869822989e19b
CT_0022_64K,CT_0022,CLINICAL_TRIALS,UNANSWERABLE,64K,64910,65148,238,128,131072,16652,False,llama_chat_v4,5d2869822989e19b
CT_0022_82K,CT_0022,CLINICAL_TRIALS,UNANSWERABLE,82K,81503,81741,238,128,131072,59,True,llama_chat_v4,5d2869822989e19b
CT_0023_4K,CT_0023,CLINICAL_TRIALS,UNANSWERABLE,4K,4054,4280,226,128,131072,77520,False,llama_chat_v4,5d2869822989e19b
CT_0023_8K,CT_0023,CLINICAL_TRIALS,UNANSWERABLE,8K,8108,8334,226,128,131072,73466,False,llama_chat_v4,5d2869822989e19b
CT_0023_16K,CT_0023,CLINICAL_TRIALS,UNANSWERABLE,16K,16171,16397,226,128,131072,65403,False,llama_chat_v4,5d2869822989e19b
CT_0023_32K,CT_0023,CLINICAL_TRIALS,UNANSWERABLE,32K,32477,32703,226,128,131072,49097,False,llama_chat_v4,5d2869822989e19b
CT_0023_64K,CT_0023,CLINICAL_TRIALS,UNANSWERABLE,64K,64905,65131,226,128,131072,16669,False,llama_chat_v4,5d2869822989e19b
CT_0023_82K,CT_0023,CLINICAL_TRIALS,UNANSWERABLE,82K,81567,81793,226,128,131072,7,True,llama_chat_v4,5d2869822989e19b
CT_0024_4K,CT_0024,CLINICAL_TRIALS,UNANSWERABLE,4K,3991,4218,227,128,131072,77582,False,llama_chat_v4,5d2869822989e19b
CT_0024_8K,CT_0024,CLINICAL_TRIALS,UNANSWERABLE,8K,8081,8308,227,128,131072,73492,False,llama_chat_v4,5d2869822989e19b
CT_0024_16K,CT_0024,CLINICAL_TRIALS,UNANSWERABLE,16K,16168,16395,227,128,131072,65405,False,llama_chat_v4,5d2869822989e19b
CT_0024_32K,CT_0024,CLINICAL_TRIALS,UNANSWERABLE,32K,32431,32658,227,128,131072,49142,False,llama_chat_v4,5d2869822989e19b
CT_0024_64K,CT_0024,CLINICAL_TRIALS,UNANSWERABLE,64K,64886,65113,227,128,131072,16687,False,llama_chat_v4,5d2869822989e19b
CT_0024_82K,CT_0024,CLINICAL_TRIALS,UNANSWERABLE,82K,81503,81730,227,128,131072,70,True,llama_chat_v4,5d2869822989e19b
CT_0025_4K,CT_0025,CLINICAL_TRIALS,UNANSWERABLE,4K,3985,4221,236,128,131072,77579,False,llama_chat_v4,5d2869822989e19b
CT_0025_8K,CT_0025,CLINICAL_TRIALS,UNANSWERABLE,8K,8111,8347,236,128,131072,73453,False,llama_chat_v4,5d2869822989e19b
CT_0025_16K,CT_0025,CLINICAL_TRIALS,UNANSWERABLE,16K,16167,16403,236,128,131072,65397,False,llama_chat_v4,5d2869822989e19b
CT_0025_32K,CT_0025,CLINICAL_TRIALS,UNANSWERABLE,32K,32460,32696,236,128,131072,49104,False,llama_chat_v4,5d2869822989e19b
CT_0025_64K,CT_0025,CLINICAL_TRIALS,UNANSWERABLE,64K,64881,65117,236,128,131072,16683,False,llama_chat_v4,5d2869822989e19b
CT_0025_82K,CT_0025,CLINICAL_TRIALS,UNANSWERABLE,82K,81467,81703,236,128,131072,97,True,llama_chat_v4,5d2869822989e19b
CT_0026_4K,CT_0026,CLINICAL_TRIALS,DIRECT_RETRIEVAL,4K,4045,4297,252,128,131072,77503,False,llama_chat_v4,5d2869822989e19b
CT_0026_8K,CT_0026,CLINICAL_TRIALS,DIRECT_RETRIEVAL,8K,8059,8311,252,128,131072,73489,False,llama_chat_v4,5d2869822989e19b
CT_0026_16K,CT_0026,CLINICAL_TRIALS,DIRECT_RETRIEVAL,16K,16179,16431,252,128,131072,65369,False,llama_chat_v4,5d2869822989e19b
CT_0026_32K,CT_0026,CLINICAL_TRIALS,DIRECT_RETRIEVAL,32K,32433,32685,252,128,131072,49115,False,llama_chat_v4,5d2869822989e19b
CT_0026_64K,CT_0026,CLINICAL_TRIALS,DIRECT_RETRIEVAL,64K,64921,65173,252,128,131072,16627,False,llama_chat_v4,5d2869822989e19b
CT_0026_82K,CT_0026,CLINICAL_TRIALS,DIRECT_RETRIEVAL,82K,81522,81774,252,128,131072,26,True,llama_chat_v4,5d2869822989e19b
CT_0027_4K,CT_0027,CLINICAL_TRIALS,DIRECT_RETRIEVAL,4K,4057,4303,246,128,131072,77497,False,llama_chat_v4,5d2869822989e19b
CT_0027_8K,CT_0027,CLINICAL_TRIALS,DIRECT_RETRIEVAL,8K,8050,8296,246,128,131072,73504,False,llama_chat_v4,5d2869822989e19b
CT_0027_16K,CT_0027,CLINICAL_TRIALS,DIRECT_RETRIEVAL,16K,16170,16416,246,128,131072,65384,False,llama_chat_v4,5d2869822989e19b
CT_0027_32K,CT_0027,CLINICAL_TRIALS,DIRECT_RETRIEVAL,32K,32451,32697,246,128,131072,49103,False,llama_chat_v4,5d2869822989e19b
CT_0027_64K,CT_0027,CLINICAL_TRIALS,DIRECT_RETRIEVAL,64K,64909,65155,246,128,131072,16645,False,llama_chat_v4,5d2869822989e19b
CT_0027_82K,CT_0027,CLINICAL_TRIALS,DIRECT_RETRIEVAL,82K,81500,81746,246,128,131072,54,True,llama_chat_v4,5d2869822989e19b
CT_0028_4K,CT_0028,CLINICAL_TRIALS,DIRECT_RETRIEVAL,4K,3990,4265,275,128,131072,77535,False,llama_chat_v4,5d2869822989e19b
CT_0028_8K,CT_0028,CLINICAL_TRIALS,DIRECT_RETRIEVAL,8K,8119,8394,275,128,131072,73406,False,llama_chat_v4,5d2869822989e19b
CT_0028_16K,CT_0028,CLINICAL_TRIALS,DIRECT_RETRIEVAL,16K,16229,16504,275,128,131072,65296,False,llama_chat_v4,5d2869822989e19b
CT_0028_32K,CT_0028,CLINICAL_TRIALS,DIRECT_RETRIEVAL,32K,32478,32753,275,128,131072,49047,False,llama_chat_v4,5d2869822989e19b
CT_0028_64K,CT_0028,CLINICAL_TRIALS,DIRECT_RETRIEVAL,64K,64939,65214,275,128,131072,16586,False,llama_chat_v4,5d2869822989e19b
CT_0028_82K,CT_0028,CLINICAL_TRIALS,DIRECT_RETRIEVAL,82K,81433,81708,275,128,131072,92,True,llama_chat_v4,5d2869822989e19b
CT_0029_4K,CT_0029,CLINICAL_TRIALS,DIRECT_RETRIEVAL,4K,4019,4245,226,128,131072,77555,False,llama_chat_v4,5d2869822989e19b
CT_0029_8K,CT_0029,CLINICAL_TRIALS,DIRECT_RETRIEVAL,8K,8072,8298,226,128,131072,73502,False,llama_chat_v4,5d2869822989e19b
CT_0029_16K,CT_0029,CLINICAL_TRIALS,DIRECT_RETRIEVAL,16K,16228,16454,226,128,131072,65346,False,llama_chat_v4,5d2869822989e19b
CT_0029_32K,CT_0029,CLINICAL_TRIALS,DIRECT_RETRIEVAL,32K,32425,32651,226,128,131072,49149,False,llama_chat_v4,5d2869822989e19b
CT_0029_64K,CT_0029,CLINICAL_TRIALS,DIRECT_RETRIEVAL,64K,64904,65130,226,128,131072,16670,False,llama_chat_v4,5d2869822989e19b
CT_0029_82K,CT_0029,CLINICAL_TRIALS,DIRECT_RETRIEVAL,82K,81563,81789,226,128,131072,11,True,llama_chat_v4,5d2869822989e19b
CT_0030_4K,CT_0030,CLINICAL_TRIALS,DIRECT_RETRIEVAL,4K,4055,4298,243,128,131072,77502,False,llama_chat_v4,5d2869822989e19b
CT_0030_8K,CT_0030,CLINICAL_TRIALS,DIRECT_RETRIEVAL,8K,8080,8323,243,128,131072,73477,False,llama_chat_v4,5d2869822989e19b
CT_0030_16K,CT_0030,CLINICAL_TRIALS,DIRECT_RETRIEVAL,16K,16230,16473,243,128,131072,65327,False,llama_chat_v4,5d2869822989e19b
CT_0030_32K,CT_0030,CLINICAL_TRIALS,DIRECT_RETRIEVAL,32K,32416,32659,243,128,131072,49141,False,llama_chat_v4,5d2869822989e19b
CT_0030_64K,CT_0030,CLINICAL_TRIALS,DIRECT_RETRIEVAL,64K,64940,65183,243,128,131072,16617,False,llama_chat_v4,5d2869822989e19b
CT_0030_82K,CT_0030,CLINICAL_TRIALS,DIRECT_RETRIEVAL,82K,81552,81795,243,128,131072,5,True,llama_chat_v4,5d2869822989e19b
CT_0031_4K,CT_0031,CLINICAL_TRIALS,DIRECT_RETRIEVAL,4K,4036,4276,240,128,131072,77524,False,llama_chat_v4,5d2869822989e19b
CT_0031_8K,CT_0031,CLINICAL_TRIALS,DIRECT_RETRIEVAL,8K,8097,8337,240,128,131072,73463,False,llama_chat_v4,5d2869822989e19b
CT_0031_16K,CT_0031,CLINICAL_TRIALS,DIRECT_RETRIEVAL,16K,16194,16434,240,128,131072,65366,False,llama_chat_v4,5d2869822989e19b
CT_0031_32K,CT_0031,CLINICAL_TRIALS,DIRECT_RETRIEVAL,32K,32441,32681,240,128,131072,49119,False,llama_chat_v4,5d2869822989e19b
CT_0031_64K,CT_0031,CLINICAL_TRIALS,DIRECT_RETRIEVAL,64K,64882,65122,240,128,131072,16678,False,llama_chat_v4,5d2869822989e19b
CT_0031_82K,CT_0031,CLINICAL_TRIALS,DIRECT_RETRIEVAL,82K,81475,81715,240,128,131072,85,True,llama_chat_v4,5d2869822989e19b
CT_0032_4K,CT_0032,CLINICAL_TRIALS,DIRECT_RETRIEVAL,4K,4042,4264,222,128,131072,77536,False,llama_chat_v4,5d2869822989e19b
CT_0032_8K,CT_0032,CLINICAL_TRIALS,DIRECT_RETRIEVAL,8K,8105,8327,222,128,131072,73473,False,llama_chat_v4,5d2869822989e19b
CT_0032_16K,CT_0032,CLINICAL_TRIALS,DIRECT_RETRIEVAL,16K,16228,16450,222,128,131072,65350,False,llama_chat_v4,5d2869822989e19b
CT_0032_32K,CT_0032,CLINICAL_TRIALS,DIRECT_RETRIEVAL,32K,32433,32655,222,128,131072,49145,False,llama_chat_v4,5d2869822989e19b
CT_0032_64K,CT_0032,CLINICAL_TRIALS,DIRECT_RETRIEVAL,64K,64897,65119,222,128,131072,16681,False,llama_chat_v4,5d2869822989e19b
CT_0032_82K,CT_0032,CLINICAL_TRIALS,DIRECT_RETRIEVAL,82K,81523,81745,222,128,131072,55,True,llama_chat_v4,5d2869822989e19b
CT_0033_4K,CT_0033,CLINICAL_TRIALS,DIRECT_RETRIEVAL,4K,4054,4288,234,128,131072,77512,False,llama_chat_v4,5d2869822989e19b
CT_0033_8K,CT_0033,CLINICAL_TRIALS,DIRECT_RETRIEVAL,8K,8075,8309,234,128,131072,73491,False,llama_chat_v4,5d2869822989e19b
CT_0033_16K,CT_0033,CLINICAL_TRIALS,DIRECT_RETRIEVAL,16K,16169,16403,234,128,131072,65397,False,llama_chat_v4,5d2869822989e19b
CT_0033_32K,CT_0033,CLINICAL_TRIALS,DIRECT_RETRIEVAL,32K,32442,32676,234,128,131072,49124,False,llama_chat_v4,5d2869822989e19b
CT_0033_64K,CT_0033,CLINICAL_TRIALS,DIRECT_RETRIEVAL,64K,64929,65163,234,128,131072,16637,False,llama_chat_v4,5d2869822989e19b
CT_0033_82K,CT_0033,CLINICAL_TRIALS,DIRECT_RETRIEVAL,82K,81471,81705,234,128,131072,95,True,llama_chat_v4,5d2869822989e19b
CT_0034_4K,CT_0034,CLINICAL_TRIALS,DIRECT_RETRIEVAL,4K,4028,4259,231,128,131072,77541,False,llama_chat_v4,5d2869822989e19b
CT_0034_8K,CT_0034,CLINICAL_TRIALS,DIRECT_RETRIEVAL,8K,8058,8289,231,128,131072,73511,False,llama_chat_v4,5d2869822989e19b
CT_0034_16K,CT_0034,CLINICAL_TRIALS,DIRECT_RETRIEVAL,16K,16156,16387,231,128,131072,65413,False,llama_chat_v4,5d2869822989e19b
CT_0034_32K,CT_0034,CLINICAL_TRIALS,DIRECT_RETRIEVAL,32K,32449,32680,231,128,131072,49120,False,llama_chat_v4,5d2869822989e19b
CT_0034_64K,CT_0034,CLINICAL_TRIALS,DIRECT_RETRIEVAL,64K,64899,65130,231,128,131072,16670,False,llama_chat_v4,5d2869822989e19b
CT_0034_82K,CT_0034,CLINICAL_TRIALS,DIRECT_RETRIEVAL,82K,81485,81716,231,128,131072,84,True,llama_chat_v4,5d2869822989e19b
CT_0035_4K,CT_0035,CLINICAL_TRIALS,DIRECT_RETRIEVAL,4K,4026,4275,249,128,131072,77525,False,llama_chat_v4,5d2869822989e19b
CT_0035_8K,CT_0035,CLINICAL_TRIALS,DIRECT_RETRIEVAL,8K,8096,8345,249,128,131072,73455,False,llama_chat_v4,5d2869822989e19b
CT_0035_16K,CT_0035,CLINICAL_TRIALS,DIRECT_RETRIEVAL,16K,16233,16482,249,128,131072,65318,False,llama_chat_v4,5d2869822989e19b
CT_0035_32K,CT_0035,CLINICAL_TRIALS,DIRECT_RETRIEVAL,32K,32470,32719,249,128,131072,49081,False,llama_chat_v4,5d2869822989e19b
CT_0035_64K,CT_0035,CLINICAL_TRIALS,DIRECT_RETRIEVAL,64K,64927,65176,249,128,131072,16624,False,llama_chat_v4,5d2869822989e19b
CT_0035_82K,CT_0035,CLINICAL_TRIALS,DIRECT_RETRIEVAL,82K,81546,81795,249,128,131072,5,True,llama_chat_v4,5d2869822989e19b
CT_0036_4K,CT_0036,CLINICAL_TRIALS,DIRECT_RETRIEVAL,4K,4047,4307,260,128,131072,77493,False,llama_chat_v4,5d2869822989e19b
CT_0036_8K,CT_0036,CLINICAL_TRIALS,DIRECT_RETRIEVAL,8K,8116,8376,260,128,131072,73424,False,llama_chat_v4,5d2869822989e19b
CT_0036_16K,CT_0036,CLINICAL_TRIALS,DIRECT_RETRIEVAL,16K,16168,16428,260,128,131072,65372,False,llama_chat_v4,5d2869822989e19b
CT_0036_32K,CT_0036,CLINICAL_TRIALS,DIRECT_RETRIEVAL,32K,32469,32729,260,128,131072,49071,False,llama_chat_v4,5d2869822989e19b
CT_0036_64K,CT_0036,CLINICAL_TRIALS,DIRECT_RETRIEVAL,64K,64906,65166,260,128,131072,16634,False,llama_chat_v4,5d2869822989e19b
CT_0036_82K,CT_0036,CLINICAL_TRIALS,DIRECT_RETRIEVAL,82K,81519,81779,260,128,131072,21,True,llama_chat_v4,5d2869822989e19b
CT_0037_4K,CT_0037,CLINICAL_TRIALS,DIRECT_RETRIEVAL,4K,4010,4249,239,128,131072,77551,False,llama_chat_v4,5d2869822989e19b
CT_0037_8K,CT_0037,CLINICAL_TRIALS,DIRECT_RETRIEVAL,8K,8118,8357,239,128,131072,73443,False,llama_chat_v4,5d2869822989e19b
CT_0037_16K,CT_0037,CLINICAL_TRIALS,DIRECT_RETRIEVAL,16K,16206,16445,239,128,131072,65355,False,llama_chat_v4,5d2869822989e19b
CT_0037_32K,CT_0037,CLINICAL_TRIALS,DIRECT_RETRIEVAL,32K,32481,32720,239,128,131072,49080,False,llama_chat_v4,5d2869822989e19b
CT_0037_64K,CT_0037,CLINICAL_TRIALS,DIRECT_RETRIEVAL,64K,64889,65128,239,128,131072,16672,False,llama_chat_v4,5d2869822989e19b
CT_0037_82K,CT_0037,CLINICAL_TRIALS,DIRECT_RETRIEVAL,82K,81492,81731,239,128,131072,69,True,llama_chat_v4,5d2869822989e19b
CT_0038_4K,CT_0038,CLINICAL_TRIALS,DIRECT_RETRIEVAL,4K,4045,4281,236,128,131072,77519,False,llama_chat_v4,5d2869822989e19b
CT_0038_8K,CT_0038,CLINICAL_TRIALS,DIRECT_RETRIEVAL,8K,8113,8349,236,128,131072,73451,False,llama_chat_v4,5d2869822989e19b
CT_0038_16K,CT_0038,CLINICAL_TRIALS,DIRECT_RETRIEVAL,16K,16165,16401,236,128,131072,65399,False,llama_chat_v4,5d2869822989e19b
CT_0038_32K,CT_0038,CLINICAL_TRIALS,DIRECT_RETRIEVAL,32K,32444,32680,236,128,131072,49120,False,llama_chat_v4,5d2869822989e19b
CT_0038_64K,CT_0038,CLINICAL_TRIALS,DIRECT_RETRIEVAL,64K,64873,65109,236,128,131072,16691,False,llama_chat_v4,5d2869822989e19b
CT_0038_82K,CT_0038,CLINICAL_TRIALS,DIRECT_RETRIEVAL,82K,81452,81688,236,128,131072,112,True,llama_chat_v4,5d2869822989e19b
CT_0039_4K,CT_0039,CLINICAL_TRIALS,DIRECT_RETRIEVAL,4K,4001,4241,240,128,131072,77559,False,llama_chat_v4,5d2869822989e19b
CT_0039_8K,CT_0039,CLINICAL_TRIALS,DIRECT_RETRIEVAL,8K,8074,8314,240,128,131072,73486,False,llama_chat_v4,5d2869822989e19b
CT_0039_16K,CT_0039,CLINICAL_TRIALS,DIRECT_RETRIEVAL,16K,16177,16417,240,128,131072,65383,False,llama_chat_v4,5d2869822989e19b
CT_0039_32K,CT_0039,CLINICAL_TRIALS,DIRECT_RETRIEVAL,32K,32405,32645,240,128,131072,49155,False,llama_chat_v4,5d2869822989e19b
CT_0039_64K,CT_0039,CLINICAL_TRIALS,DIRECT_RETRIEVAL,64K,64902,65142,240,128,131072,16658,False,llama_chat_v4,5d2869822989e19b
CT_0039_82K,CT_0039,CLINICAL_TRIALS,DIRECT_RETRIEVAL,82K,81514,81754,240,128,131072,46,True,llama_chat_v4,5d2869822989e19b
CT_0040_4K,CT_0040,CLINICAL_TRIALS,DIRECT_RETRIEVAL,4K,4008,4257,249,128,131072,77543,False,llama_chat_v4,5d2869822989e19b
CT_0040_8K,CT_0040,CLINICAL_TRIALS,DIRECT_RETRIEVAL,8K,8109,8358,249,128,131072,73442,False,llama_chat_v4,5d2869822989e19b
CT_0040_16K,CT_0040,CLINICAL_TRIALS,DIRECT_RETRIEVAL,16K,16230,16479,249,128,131072,65321,False,llama_chat_v4,5d2869822989e19b
CT_0040_32K,CT_0040,CLINICAL_TRIALS,DIRECT_RETRIEVAL,32K,32448,32697,249,128,131072,49103,False,llama_chat_v4,5d2869822989e19b
CT_0040_64K,CT_0040,CLINICAL_TRIALS,DIRECT_RETRIEVAL,64K,64905,65154,249,128,131072,16646,False,llama_chat_v4,5d2869822989e19b
CT_0040_82K,CT_0040,CLINICAL_TRIALS,DIRECT_RETRIEVAL,82K,81483,81732,249,128,131072,68,True,llama_chat_v4,5d2869822989e19b
CT_0041_4K,CT_0041,CLINICAL_TRIALS,DIRECT_RETRIEVAL,4K,4054,4297,243,128,131072,77503,False,llama_chat_v4,5d2869822989e19b
CT_0041_8K,CT_0041,CLINICAL_TRIALS,DIRECT_RETRIEVAL,8K,8050,8293,243,128,131072,73507,False,llama_chat_v4,5d2869822989e19b
CT_0041_16K,CT_0041,CLINICAL_TRIALS,DIRECT_RETRIEVAL,16K,16209,16452,243,128,131072,65348,False,llama_chat_v4,5d2869822989e19b
CT_0041_32K,CT_0041,CLINICAL_TRIALS,DIRECT_RETRIEVAL,32K,32466,32709,243,128,131072,49091,False,llama_chat_v4,5d2869822989e19b
CT_0041_64K,CT_0041,CLINICAL_TRIALS,DIRECT_RETRIEVAL,64K,64926,65169,243,128,131072,16631,False,llama_chat_v4,5d2869822989e19b
CT_0041_82K,CT_0041,CLINICAL_TRIALS,DIRECT_RETRIEVAL,82K,81468,81711,243,128,131072,89,True,llama_chat_v4,5d2869822989e19b
CT_0042_4K,CT_0042,CLINICAL_TRIALS,DIRECT_RETRIEVAL,4K,4005,4229,224,128,131072,77571,False,llama_chat_v4,5d2869822989e19b
CT_0042_8K,CT_0042,CLINICAL_TRIALS,DIRECT_RETRIEVAL,8K,8087,8311,224,128,131072,73489,False,llama_chat_v4,5d2869822989e19b
CT_0042_16K,CT_0042,CLINICAL_TRIALS,DIRECT_RETRIEVAL,16K,16227,16451,224,128,131072,65349,False,llama_chat_v4,5d2869822989e19b
CT_0042_32K,CT_0042,CLINICAL_TRIALS,DIRECT_RETRIEVAL,32K,32456,32680,224,128,131072,49120,False,llama_chat_v4,5d2869822989e19b
CT_0042_64K,CT_0042,CLINICAL_TRIALS,DIRECT_RETRIEVAL,64K,64878,65102,224,128,131072,16698,False,llama_chat_v4,5d2869822989e19b
CT_0042_82K,CT_0042,CLINICAL_TRIALS,DIRECT_RETRIEVAL,82K,81451,81675,224,128,131072,125,True,llama_chat_v4,5d2869822989e19b
CT_0043_4K,CT_0043,CLINICAL_TRIALS,DIRECT_RETRIEVAL,4K,4054,4303,249,128,131072,77497,False,llama_chat_v4,5d2869822989e19b
CT_0043_8K,CT_0043,CLINICAL_TRIALS,DIRECT_RETRIEVAL,8K,8113,8362,249,128,131072,73438,False,llama_chat_v4,5d2869822989e19b
CT_0043_16K,CT_0043,CLINICAL_TRIALS,DIRECT_RETRIEVAL,16K,16194,16443,249,128,131072,65357,False,llama_chat_v4,5d2869822989e19b
CT_0043_32K,CT_0043,CLINICAL_TRIALS,DIRECT_RETRIEVAL,32K,32482,32731,249,128,131072,49069,False,llama_chat_v4,5d2869822989e19b
CT_0043_64K,CT_0043,CLINICAL_TRIALS,DIRECT_RETRIEVAL,64K,64926,65175,249,128,131072,16625,False,llama_chat_v4,5d2869822989e19b
CT_0043_82K,CT_0043,CLINICAL_TRIALS,DIRECT_RETRIEVAL,82K,81550,81799,249,128,131072,1,True,llama_chat_v4,5d2869822989e19b
CT_0044_4K,CT_0044,CLINICAL_TRIALS,DIRECT_RETRIEVAL,4K,3998,4231,233,128,131072,77569,False,llama_chat_v4,5d2869822989e19b
CT_0044_8K,CT_0044,CLINICAL_TRIALS,DIRECT_RETRIEVAL,8K,8108,8341,233,128,131072,73459,False,llama_chat_v4,5d2869822989e19b
CT_0044_16K,CT_0044,CLINICAL_TRIALS,DIRECT_RETRIEVAL,16K,16203,16436,233,128,131072,65364,False,llama_chat_v4,5d2869822989e19b
CT_0044_32K,CT_0044,CLINICAL_TRIALS,DIRECT_RETRIEVAL,32K,32468,32701,233,128,131072,49099,False,llama_chat_v4,5d2869822989e19b
CT_0044_64K,CT_0044,CLINICAL_TRIALS,DIRECT_RETRIEVAL,64K,64903,65136,233,128,131072,16664,False,llama_chat_v4,5d2869822989e19b
CT_0044_82K,CT_0044,CLINICAL_TRIALS,DIRECT_RETRIEVAL,82K,81527,81760,233,128,131072,40,True,llama_chat_v4,5d2869822989e19b
