model,model_label,instance_id,question_family_id,context_length_label,domain,question_type,answer_correct,accurate,inaccurate,input_tokens,context_log2
qwen35_2b,Qwen3.5-2B,SEC_0106_4K,SEC_0106,4K,SEC,UNANSWERABLE,True,1,0,5775,12.495605231190781
qwen35_2b,Qwen3.5-2B,FDA_0092_82K,FDA_0092,82K,FDA,ENTITY_UNIT_BINDING,False,0,1,96619,16.560019300602335
qwen35_2b,Qwen3.5-2B,SEC_0111_32K,SEC_0111,32K,SEC,UNANSWERABLE,True,1,0,44120,15.429145170478744
qwen35_2b,Qwen3.5-2B,FRED_0015_16K,FRED_0015,16K,FRED,RETRIEVAL_CALCULATION,False,0,1,18966,14.211127820625654
qwen35_2b,Qwen3.5-2B,CT_0053_32K,CT_0053,32K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,38123,15.218374032764354
qwen35_2b,Qwen3.5-2B,CT_0049_8K,CT_0049,8K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,9814,13.260625556068227
qwen35_2b,Qwen3.5-2B,FDA_0003_8K,FDA_0003,8K,FDA,DIRECT_RETRIEVAL,True,1,0,9888,13.271463027904375
qwen35_2b,Qwen3.5-2B,FRED_0071_16K,FRED_0071,16K,FRED,RETRIEVAL_CALCULATION,False,0,1,18989,14.212876311733654
qwen35_2b,Qwen3.5-2B,SEC_0030_64K,SEC_0030,64K,SEC,DIRECT_RETRIEVAL,False,0,1,87653,16.41951584886918
qwen35_2b,Qwen3.5-2B,FRED_0050_32K,FRED_0050,32K,FRED,RETRIEVAL_CALCULATION,False,0,1,37706,15.202506491412048
qwen35_2b,Qwen3.5-2B,SEC_0118_8K,SEC_0118,8K,SEC,UNANSWERABLE,True,1,0,11164,13.446566409066067
qwen35_2b,Qwen3.5-2B,FDA_0042_82K,FDA_0042,82K,FDA,DIRECT_RETRIEVAL,True,1,0,97139,16.567763014125344
qwen35_2b,Qwen3.5-2B,FRED_0049_82K,FRED_0049,82K,FRED,RETRIEVAL_CALCULATION,False,0,1,94328,16.525398458669613
qwen35_2b,Qwen3.5-2B,FRED_0120_82K,FRED_0120,82K,FRED,UNANSWERABLE,True,1,0,96052,16.551528033628088
qwen35_2b,Qwen3.5-2B,FRED_0032_82K,FRED_0032,82K,FRED,DIRECT_RETRIEVAL,False,0,1,95461,16.54262382894485
qwen35_2b,Qwen3.5-2B,FRED_0030_64K,FRED_0030,64K,FRED,DIRECT_RETRIEVAL,False,0,1,76325,16.219868063981504
qwen35_2b,Qwen3.5-2B,FRED_0056_8K,FRED_0056,8K,FRED,RETRIEVAL_CALCULATION,False,0,1,9647,13.23586465108203
qwen35_2b,Qwen3.5-2B,SEC_0019_82K,SEC_0019,82K,SEC,TEMPORAL_VERSION,True,1,0,110065,16.74799624802552
qwen35_2b,Qwen3.5-2B,FRED_0118_4K,FRED_0118,4K,FRED,UNANSWERABLE,True,1,0,4943,12.271171191139773
qwen35_2b,Qwen3.5-2B,FDA_0039_82K,FDA_0039,82K,FDA,DIRECT_RETRIEVAL,True,1,0,97033,16.566187857156002
qwen35_2b,Qwen3.5-2B,FRED_0076_82K,FRED_0076,82K,FRED,TEMPORAL_VERSION,False,0,1,95425,16.542079660990282
qwen35_2b,Qwen3.5-2B,CT_0117_82K,CT_0117,82K,CLINICAL_TRIALS,UNANSWERABLE,True,1,0,94821,16.53291898762571
qwen35_2b,Qwen3.5-2B,SEC_0101_32K,SEC_0101,32K,SEC,ENTITY_UNIT_BINDING,True,1,0,44411,15.438629436303659
qwen35_2b,Qwen3.5-2B,FRED_0030_32K,FRED_0030,32K,FRED,DIRECT_RETRIEVAL,False,0,1,38261,15.2235869603999
qwen35_2b,Qwen3.5-2B,CT_0027_8K,CT_0027,8K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,1,0,9631,13.233469887522077
qwen35_2b,Qwen3.5-2B,SEC_0079_16K,SEC_0079,16K,SEC,TEMPORAL_VERSION,True,1,0,22033,14.427378324450006
qwen35_2b,Qwen3.5-2B,FDA_0071_4K,FDA_0071,4K,FDA,RETRIEVAL_CALCULATION,False,0,1,5076,12.309476353841106
qwen35_2b,Qwen3.5-2B,FRED_0076_4K,FRED_0076,4K,FRED,TEMPORAL_VERSION,True,1,0,4927,12.266493756312183
qwen35_2b,Qwen3.5-2B,SEC_0085_8K,SEC_0085,8K,SEC,TEMPORAL_VERSION,True,1,0,11056,13.432541900388259
qwen35_2b,Qwen3.5-2B,SEC_0058_82K,SEC_0058,82K,SEC,RETRIEVAL_CALCULATION,False,0,1,109900,16.745831860723957
qwen35_2b,Qwen3.5-2B,CT_0038_82K,CT_0038,82K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,False,0,1,95184,16.538431462950005
qwen35_2b,Qwen3.5-2B,SEC_0110_32K,SEC_0110,32K,SEC,UNANSWERABLE,True,1,0,44240,15.43306376512207
qwen35_2b,Qwen3.5-2B,CT_0117_4K,CT_0117,4K,CLINICAL_TRIALS,UNANSWERABLE,False,0,1,5008,12.290018846932618
qwen35_2b,Qwen3.5-2B,FDA_0024_16K,FDA_0024,16K,FDA,UNANSWERABLE,False,0,1,19558,14.255471227467067
qwen35_2b,Qwen3.5-2B,CT_0032_82K,CT_0032,82K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,False,0,1,95078,16.536823935538788
qwen35_2b,Qwen3.5-2B,SEC_0099_16K,SEC_0099,16K,SEC,ENTITY_UNIT_BINDING,True,1,0,22322,14.446178674674245
qwen35_2b,Qwen3.5-2B,CT_0056_82K,CT_0056,82K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,95178,16.538340518641284
qwen35_2b,Qwen3.5-2B,FRED_0083_64K,FRED_0083,64K,FRED,TEMPORAL_VERSION,False,0,1,76362,16.220567268465942
qwen35_2b,Qwen3.5-2B,SEC_0001_32K,SEC_0001,32K,SEC,DIRECT_RETRIEVAL,False,0,1,44344,15.436451292286975
qwen35_2b,Qwen3.5-2B,CT_0026_64K,CT_0026,64K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,1,0,75924,16.212268381236004
qwen35_2b,Qwen3.5-2B,CT_0010_4K,CT_0010,4K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,4985,12.283377789285558
qwen35_2b,Qwen3.5-2B,FRED_0027_16K,FRED_0027,16K,FRED,DIRECT_RETRIEVAL,False,0,1,19126,14.223247560417468
qwen35_2b,Qwen3.5-2B,FDA_0048_82K,FDA_0048,82K,FDA,RETRIEVAL_CALCULATION,False,0,1,97083,16.5669310700147
qwen35_2b,Qwen3.5-2B,CT_0013_64K,CT_0013,64K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,76533,16.223794332200587
qwen35_2b,Qwen3.5-2B,SEC_0020_8K,SEC_0020,8K,SEC,TEMPORAL_VERSION,True,1,0,11149,13.444626694202688
qwen35_2b,Qwen3.5-2B,FRED_0118_64K,FRED_0118,64K,FRED,UNANSWERABLE,True,1,0,76358,16.22049169512696
qwen35_2b,Qwen3.5-2B,CT_0090_16K,CT_0090,16K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,1,0,18986,14.212648367816252
qwen35_2b,Qwen3.5-2B,FRED_0041_4K,FRED_0041,4K,FRED,DIRECT_RETRIEVAL,True,1,0,5000,12.287712379549449
qwen35_2b,Qwen3.5-2B,FRED_0082_82K,FRED_0082,82K,FRED,TEMPORAL_VERSION,False,0,1,96050,16.55149799344025
qwen35_2b,Qwen3.5-2B,FDA_0020_32K,FDA_0020,32K,FDA,TEMPORAL_VERSION,False,0,1,39320,15.262975701227942
qwen35_2b,Qwen3.5-2B,SEC_0007_32K,SEC_0007,32K,SEC,ENTITY_UNIT_BINDING,False,0,1,44252,15.433455039827054
qwen35_2b,Qwen3.5-2B,SEC_0093_8K,SEC_0093,8K,SEC,TEMPORAL_VERSION,True,1,0,11081,13.435800462194786
qwen35_2b,Qwen3.5-2B,FDA_0097_4K,FDA_0097,4K,FDA,ENTITY_UNIT_BINDING,True,1,0,4998,12.287135186086704
qwen35_2b,Qwen3.5-2B,SEC_0098_82K,SEC_0098,82K,SEC,ENTITY_UNIT_BINDING,False,0,1,110068,16.748035570481697
qwen35_2b,Qwen3.5-2B,FRED_0046_64K,FRED_0046,64K,FRED,RETRIEVAL_CALCULATION,False,0,1,75877,16.211375018621943
qwen35_2b,Qwen3.5-2B,CT_0082_4K,CT_0082,4K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,1,0,5027,12.295481973695367
qwen35_2b,Qwen3.5-2B,SEC_0072_82K,SEC_0072,82K,SEC,RETRIEVAL_CALCULATION,False,0,1,110029,16.74752429493334
qwen35_2b,Qwen3.5-2B,SEC_0121_82K,SEC_0121,82K,SEC,UNANSWERABLE,True,1,0,109439,16.739767427192557
qwen35_2b,Qwen3.5-2B,CT_0077_64K,CT_0077,64K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,False,0,1,76334,16.220038171939542
qwen35_2b,Qwen3.5-2B,FDA_0035_8K,FDA_0035,8K,FDA,DIRECT_RETRIEVAL,True,1,0,9828,13.262682142362165
qwen35_2b,Qwen3.5-2B,SEC_0048_4K,SEC_0048,4K,SEC,RETRIEVAL_CALCULATION,False,0,1,5772,12.494855584491198
qwen35_2b,Qwen3.5-2B,CT_0094_4K,CT_0094,4K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,1,0,5040,12.29920801838728
qwen35_2b,Qwen3.5-2B,FDA_0107_4K,FDA_0107,4K,FDA,UNANSWERABLE,False,0,1,5068,12.30720080914081
qwen35_2b,Qwen3.5-2B,FDA_0054_8K,FDA_0054,8K,FDA,RETRIEVAL_CALCULATION,False,0,1,9829,13.262828929261705
qwen35_2b,Qwen3.5-2B,CT_0056_8K,CT_0056,8K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,9737,13.249261626599843
qwen35_2b,Qwen3.5-2B,SEC_0037_82K,SEC_0037,82K,SEC,DIRECT_RETRIEVAL,False,0,1,110488,16.753530162781164
qwen35_2b,Qwen3.5-2B,FDA_0121_82K,FDA_0121,82K,FDA,UNANSWERABLE,False,0,1,97438,16.572196900522613
qwen35_2b,Qwen3.5-2B,FRED_0018_4K,FRED_0018,4K,FRED,TEMPORAL_VERSION,True,1,0,5023,12.294333559671829
qwen35_2b,Qwen3.5-2B,CT_0118_82K,CT_0118,82K,CLINICAL_TRIALS,UNANSWERABLE,True,1,0,94809,16.53273639689098
qwen35_2b,Qwen3.5-2B,FDA_0036_4K,FDA_0036,4K,FDA,DIRECT_RETRIEVAL,True,1,0,5081,12.310896748797713
qwen35_2b,Qwen3.5-2B,CT_0084_16K,CT_0084,16K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,False,0,1,19398,14.243620292847242
qwen35_2b,Qwen3.5-2B,FDA_0008_64K,FDA_0008,64K,FDA,ENTITY_UNIT_BINDING,True,1,0,76802,16.22885626019005
qwen35_2b,Qwen3.5-2B,FRED_0048_64K,FRED_0048,64K,FRED,RETRIEVAL_CALCULATION,False,0,1,75350,16.20131989137255
qwen35_2b,Qwen3.5-2B,FDA_0079_32K,FDA_0079,32K,FDA,TEMPORAL_VERSION,True,1,0,39218,15.259228343849179
qwen35_2b,Qwen3.5-2B,SEC_0104_32K,SEC_0104,32K,SEC,ENTITY_UNIT_BINDING,False,0,1,44024,15.426002613329361
qwen35_2b,Qwen3.5-2B,FDA_0027_64K,FDA_0027,64K,FDA,DIRECT_RETRIEVAL,True,1,0,77254,16.237322013288317
qwen35_2b,Qwen3.5-2B,FRED_0037_32K,FRED_0037,32K,FRED,DIRECT_RETRIEVAL,False,0,1,38299,15.22501910293009
qwen35_2b,Qwen3.5-2B,SEC_0057_8K,SEC_0057,8K,SEC,RETRIEVAL_CALCULATION,False,0,1,11137,13.443073042388653
qwen35_2b,Qwen3.5-2B,FDA_0036_8K,FDA_0036,8K,FDA,DIRECT_RETRIEVAL,True,1,0,9878,13.270003253378444
qwen35_2b,Qwen3.5-2B,SEC_0122_64K,SEC_0122,64K,SEC,UNANSWERABLE,True,1,0,88006,16.425314265517134
qwen35_2b,Qwen3.5-2B,FDA_0116_32K,FDA_0116,32K,FDA,UNANSWERABLE,False,0,1,38789,15.243359962491796
qwen35_2b,Qwen3.5-2B,SEC_0086_8K,SEC_0086,8K,SEC,TEMPORAL_VERSION,True,1,0,11127,13.441777053224166
qwen35_2b,Qwen3.5-2B,FDA_0052_8K,FDA_0052,8K,FDA,RETRIEVAL_CALCULATION,False,0,1,9854,13.266493756312183
qwen35_2b,Qwen3.5-2B,FRED_0051_8K,FRED_0051,8K,FRED,RETRIEVAL_CALCULATION,False,0,1,9629,13.233170262382705
qwen35_2b,Qwen3.5-2B,SEC_0086_16K,SEC_0086,16K,SEC,TEMPORAL_VERSION,True,1,0,21950,14.421933319310083
qwen35_2b,Qwen3.5-2B,SEC_0070_82K,SEC_0070,82K,SEC,RETRIEVAL_CALCULATION,False,0,1,109912,16.745989380245256
qwen35_2b,Qwen3.5-2B,CT_0115_82K,CT_0115,82K,CLINICAL_TRIALS,UNANSWERABLE,True,1,0,94813,16.532797263036937
qwen35_2b,Qwen3.5-2B,FRED_0073_4K,FRED_0073,4K,FRED,RETRIEVAL_CALCULATION,False,0,1,4918,12.263856019596082
qwen35_2b,Qwen3.5-2B,FRED_0091_32K,FRED_0091,32K,FRED,ENTITY_UNIT_BINDING,False,0,1,37707,15.202544752588265
qwen35_2b,Qwen3.5-2B,FDA_0030_8K,FDA_0030,8K,FDA,DIRECT_RETRIEVAL,True,1,0,9804,13.25915476886684
qwen35_2b,Qwen3.5-2B,FDA_0079_16K,FDA_0079,16K,FDA,TEMPORAL_VERSION,False,0,1,19660,14.262975701227942
qwen35_2b,Qwen3.5-2B,FRED_0041_32K,FRED_0041,32K,FRED,DIRECT_RETRIEVAL,False,0,1,38357,15.227202267414002
qwen35_2b,Qwen3.5-2B,FDA_0010_64K,FDA_0010,64K,FDA,RETRIEVAL_CALCULATION,False,0,1,77265,16.23752742033181
qwen35_2b,Qwen3.5-2B,SEC_0090_82K,SEC_0090,82K,SEC,TEMPORAL_VERSION,False,0,1,110329,16.75145252789666
qwen35_2b,Qwen3.5-2B,CT_0089_32K,CT_0089,32K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,1,0,38230,15.222417579722011
qwen35_2b,Qwen3.5-2B,FRED_0032_8K,FRED_0032,8K,FRED,DIRECT_RETRIEVAL,False,0,1,9665,13.238554017098599
qwen35_2b,Qwen3.5-2B,SEC_0012_82K,SEC_0012,82K,SEC,RETRIEVAL_CALCULATION,False,0,1,110243,16.75032752762642
qwen35_2b,Qwen3.5-2B,FRED_0051_32K,FRED_0051,32K,FRED,RETRIEVAL_CALCULATION,False,0,1,37788,15.205640542856566
qwen35_2b,Qwen3.5-2B,CT_0059_82K,CT_0059,82K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,95833,16.548234911694234
qwen35_2b,Qwen3.5-2B,FRED_0055_32K,FRED_0055,32K,FRED,RETRIEVAL_CALCULATION,False,0,1,38261,15.2235869603999
qwen35_2b,Qwen3.5-2B,SEC_0017_8K,SEC_0017,8K,SEC,TEMPORAL_VERSION,True,1,0,11178,13.448374459662794
qwen35_2b,Qwen3.5-2B,FDA_0100_64K,FDA_0100,64K,FDA,ENTITY_UNIT_BINDING,False,0,1,76847,16.229701319756938
qwen35_2b,Qwen3.5-2B,SEC_0019_64K,SEC_0019,64K,SEC,TEMPORAL_VERSION,True,1,0,87904,16.423641195075856
qwen35_2b,Qwen3.5-2B,FRED_0072_64K,FRED_0072,64K,FRED,RETRIEVAL_CALCULATION,False,0,1,75116,16.196832619673582
qwen35_2b,Qwen3.5-2B,SEC_0028_82K,SEC_0028,82K,SEC,DIRECT_RETRIEVAL,False,0,1,110193,16.7496730541894
qwen35_2b,Qwen3.5-2B,SEC_0072_16K,SEC_0072,16K,SEC,RETRIEVAL_CALCULATION,False,0,1,22223,14.439765966437301
qwen35_2b,Qwen3.5-2B,FDA_0043_4K,FDA_0043,4K,FDA,DIRECT_RETRIEVAL,True,1,0,5052,12.302638923787553
qwen35_2b,Qwen3.5-2B,FRED_0107_4K,FRED_0107,4K,FRED,UNANSWERABLE,True,1,0,4947,12.272338184158624
qwen35_2b,Qwen3.5-2B,FRED_0066_82K,FRED_0066,82K,FRED,RETRIEVAL_CALCULATION,False,0,1,94613,16.529750805682664
qwen35_2b,Qwen3.5-2B,FDA_0118_64K,FDA_0118,64K,FDA,UNANSWERABLE,False,0,1,77537,16.242597296108094
qwen35_2b,Qwen3.5-2B,FRED_0014_82K,FRED_0014,82K,FRED,RETRIEVAL_CALCULATION,False,0,1,94815,16.53282769514698
qwen35_2b,Qwen3.5-2B,SEC_0022_82K,SEC_0022,82K,SEC,UNANSWERABLE,True,1,0,110268,16.75065465304127
qwen35_2b,Qwen3.5-2B,FRED_0090_32K,FRED_0090,32K,FRED,ENTITY_UNIT_BINDING,False,0,1,37746,15.204036147538904
qwen35_2b,Qwen3.5-2B,SEC_0092_8K,SEC_0092,8K,SEC,TEMPORAL_VERSION,True,1,0,11161,13.446178674674245
qwen35_2b,Qwen3.5-2B,CT_0031_16K,CT_0031,16K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,1,0,19143,14.224529319402984
qwen35_2b,Qwen3.5-2B,SEC_0024_82K,SEC_0024,82K,SEC,UNANSWERABLE,True,1,0,110106,16.748533562180064
qwen35_2b,Qwen3.5-2B,FRED_0116_4K,FRED_0116,4K,FRED,UNANSWERABLE,True,1,0,4946,12.272046524389937
qwen35_2b,Qwen3.5-2B,SEC_0016_8K,SEC_0016,8K,SEC,RETRIEVAL_CALCULATION,False,0,1,11055,13.432411404703588
qwen35_2b,Qwen3.5-2B,CT_0040_32K,CT_0040,32K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,1,0,38187,15.220793964733048
qwen35_2b,Qwen3.5-2B,FDA_0123_4K,FDA_0123,4K,FDA,UNANSWERABLE,False,0,1,5038,12.298635406734242
qwen35_2b,Qwen3.5-2B,FRED_0022_64K,FRED_0022,64K,FRED,UNANSWERABLE,True,1,0,75118,16.19687103161871
qwen35_2b,Qwen3.5-2B,FDA_0013_8K,FDA_0013,8K,FDA,RETRIEVAL_CALCULATION,False,0,1,9887,13.271317116901379
qwen35_2b,Qwen3.5-2B,SEC_0021_16K,SEC_0021,16K,SEC,UNANSWERABLE,True,1,0,22135,14.434041752985229
qwen35_2b,Qwen3.5-2B,CT_0037_8K,CT_0037,8K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,1,0,9683,13.24123837912341
qwen35_2b,Qwen3.5-2B,SEC_0052_32K,SEC_0052,32K,SEC,RETRIEVAL_CALCULATION,False,0,1,44067,15.427411063493064
qwen35_2b,Qwen3.5-2B,SEC_0023_8K,SEC_0023,8K,SEC,UNANSWERABLE,True,1,0,11086,13.436451292286975
qwen35_2b,Qwen3.5-2B,CT_0053_8K,CT_0053,8K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,9712,13.245552706255681
qwen35_2b,Qwen3.5-2B,FRED_0046_4K,FRED_0046,4K,FRED,RETRIEVAL_CALCULATION,False,0,1,5064,12.306061689428342
qwen35_2b,Qwen3.5-2B,SEC_0051_8K,SEC_0051,8K,SEC,RETRIEVAL_CALCULATION,False,0,1,11265,13.45955969312279
qwen35_2b,Qwen3.5-2B,FRED_0123_64K,FRED_0123,64K,FRED,UNANSWERABLE,True,1,0,76431,16.221870285810827
qwen35_2b,Qwen3.5-2B,FRED_0093_8K,FRED_0093,8K,FRED,ENTITY_UNIT_BINDING,True,1,0,9541,13.219924768862814
qwen35_2b,Qwen3.5-2B,CT_0026_8K,CT_0026,8K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,1,0,9633,13.233769450446927
qwen35_2b,Qwen3.5-2B,CT_0097_64K,CT_0097,64K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,False,0,1,75508,16.204341884237458
qwen35_2b,Qwen3.5-2B,FDA_0072_8K,FDA_0072,8K,FDA,RETRIEVAL_CALCULATION,False,0,1,9863,13.267810818367241
qwen35_2b,Qwen3.5-2B,FRED_0074_82K,FRED_0074,82K,FRED,TEMPORAL_VERSION,False,0,1,96004,16.55080689642431
qwen35_2b,Qwen3.5-2B,FDA_0014_4K,FDA_0014,4K,FDA,RETRIEVAL_CALCULATION,False,0,1,5084,12.311748315004959
qwen35_2b,Qwen3.5-2B,FDA_0100_82K,FDA_0100,82K,FDA,ENTITY_UNIT_BINDING,False,0,1,96516,16.558480505424875
qwen35_2b,Qwen3.5-2B,SEC_0016_32K,SEC_0016,32K,SEC,RETRIEVAL_CALCULATION,False,0,1,43953,15.42367401903447
qwen35_2b,Qwen3.5-2B,SEC_0123_32K,SEC_0123,32K,SEC,UNANSWERABLE,True,1,0,44294,15.434823666219248
qwen35_2b,Qwen3.5-2B,CT_0106_32K,CT_0106,32K,CLINICAL_TRIALS,UNANSWERABLE,False,0,1,37908,15.210214722468029
qwen35_2b,Qwen3.5-2B,FDA_0026_32K,FDA_0026,32K,FDA,DIRECT_RETRIEVAL,True,1,0,38741,15.241573573460181
qwen35_2b,Qwen3.5-2B,FRED_0039_32K,FRED_0039,32K,FRED,DIRECT_RETRIEVAL,False,0,1,38356,15.227164654622403
qwen35_2b,Qwen3.5-2B,FRED_0117_32K,FRED_0117,32K,FRED,UNANSWERABLE,True,1,0,38214,15.22181365734769
qwen35_2b,Qwen3.5-2B,FDA_0080_64K,FDA_0080,64K,FDA,TEMPORAL_VERSION,False,0,1,77981,16.250835035000446
qwen35_2b,Qwen3.5-2B,FDA_0039_8K,FDA_0039,8K,FDA,DIRECT_RETRIEVAL,True,1,0,9842,13.26473580113014
qwen35_2b,Qwen3.5-2B,FDA_0055_64K,FDA_0055,64K,FDA,RETRIEVAL_CALCULATION,False,0,1,77083,16.23412510064986
qwen35_2b,Qwen3.5-2B,FDA_0104_4K,FDA_0104,4K,FDA,ENTITY_UNIT_BINDING,True,1,0,5099,12.315998622628559
qwen35_2b,Qwen3.5-2B,CT_0010_16K,CT_0010,16K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,19257,14.233095346373815
qwen35_2b,Qwen3.5-2B,SEC_0018_16K,SEC_0018,16K,SEC,TEMPORAL_VERSION,True,1,0,22154,14.435279586644082
qwen35_2b,Qwen3.5-2B,CT_0046_64K,CT_0046,64K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,75903,16.211869287582676
qwen35_2b,Qwen3.5-2B,FDA_0045_82K,FDA_0045,82K,FDA,DIRECT_RETRIEVAL,False,0,1,97075,16.5668121816832
qwen35_2b,Qwen3.5-2B,FRED_0105_8K,FRED_0105,8K,FRED,ENTITY_UNIT_BINDING,False,0,1,9563,13.223247560417468
qwen35_2b,Qwen3.5-2B,FRED_0092_64K,FRED_0092,64K,FRED,ENTITY_UNIT_BINDING,False,0,1,76359,16.220510588832845
qwen35_2b,Qwen3.5-2B,FRED_0087_32K,FRED_0087,32K,FRED,TEMPORAL_VERSION,False,0,1,38247,15.223058970364924
qwen35_2b,Qwen3.5-2B,CT_0057_4K,CT_0057,4K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,False,0,1,4994,12.285980105928212
qwen35_2b,Qwen3.5-2B,SEC_0065_4K,SEC_0065,4K,SEC,RETRIEVAL_CALCULATION,False,0,1,5722,12.482303782323182
qwen35_2b,Qwen3.5-2B,SEC_0026_32K,SEC_0026,32K,SEC,DIRECT_RETRIEVAL,False,0,1,43679,15.414652206696513
qwen35_2b,Qwen3.5-2B,SEC_0005_32K,SEC_0005,32K,SEC,DIRECT_RETRIEVAL,False,0,1,44144,15.429929741353273
qwen35_2b,Qwen3.5-2B,SEC_0006_16K,SEC_0006,16K,SEC,ENTITY_UNIT_BINDING,False,0,1,22117,14.432868087968135
qwen35_2b,Qwen3.5-2B,SEC_0048_32K,SEC_0048,32K,SEC,RETRIEVAL_CALCULATION,False,0,1,44274,15.43417210129042
qwen35_2b,Qwen3.5-2B,FRED_0011_16K,FRED_0011,16K,FRED,RETRIEVAL_CALCULATION,False,0,1,19338,14.239150973780701
qwen35_2b,Qwen3.5-2B,FRED_0006_82K,FRED_0006,82K,FRED,ENTITY_UNIT_BINDING,False,0,1,95460,16.542608715939565
qwen35_2b,Qwen3.5-2B,SEC_0037_4K,SEC_0037,4K,SEC,DIRECT_RETRIEVAL,True,1,0,5660,12.466586337719244
qwen35_2b,Qwen3.5-2B,CT_0101_82K,CT_0101,82K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,False,0,1,94748,16.531807869846002
qwen35_2b,Qwen3.5-2B,SEC_0068_32K,SEC_0068,32K,SEC,RETRIEVAL_CALCULATION,False,0,1,44195,15.431595539138165
qwen35_2b,Qwen3.5-2B,FDA_0057_4K,FDA_0057,4K,FDA,RETRIEVAL_CALCULATION,False,0,1,5049,12.301781962051106
qwen35_2b,Qwen3.5-2B,SEC_0068_82K,SEC_0068,82K,SEC,RETRIEVAL_CALCULATION,False,0,1,110203,16.74980397263092
qwen35_2b,Qwen3.5-2B,SEC_0021_32K,SEC_0021,32K,SEC,UNANSWERABLE,True,1,0,44127,15.429374047727997
qwen35_2b,Qwen3.5-2B,CT_0031_32K,CT_0031,32K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,1,0,38111,15.217919843278464
qwen35_2b,Qwen3.5-2B,FRED_0020_8K,FRED_0020,8K,FRED,TEMPORAL_VERSION,True,1,0,9743,13.250150350472438
qwen35_2b,Qwen3.5-2B,CT_0026_32K,CT_0026,32K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,1,0,38034,15.215002053377253
qwen35_2b,Qwen3.5-2B,SEC_0008_82K,SEC_0008,82K,SEC,ENTITY_UNIT_BINDING,False,0,1,109693,16.74311193830457
qwen35_2b,Qwen3.5-2B,FRED_0062_4K,FRED_0062,4K,FRED,RETRIEVAL_CALCULATION,False,0,1,4918,12.263856019596082
qwen35_2b,Qwen3.5-2B,SEC_0119_8K,SEC_0119,8K,SEC,UNANSWERABLE,True,1,0,11236,13.455840909126398
qwen35_2b,Qwen3.5-2B,CT_0104_82K,CT_0104,82K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,1,0,94766,16.53208192359205
qwen35_2b,Qwen3.5-2B,FDA_0074_8K,FDA_0074,8K,FDA,RETRIEVAL_CALCULATION,False,0,1,9794,13.257682480708766
qwen35_2b,Qwen3.5-2B,SEC_0089_4K,SEC_0089,4K,SEC,TEMPORAL_VERSION,True,1,0,5687,12.473452088952232
qwen35_2b,Qwen3.5-2B,FRED_0094_8K,FRED_0094,8K,FRED,ENTITY_UNIT_BINDING,False,0,1,9670,13.239300174364203
qwen35_2b,Qwen3.5-2B,FDA_0114_32K,FDA_0114,32K,FDA,UNANSWERABLE,False,0,1,38787,15.243285573761199
qwen35_2b,Qwen3.5-2B,FDA_0104_82K,FDA_0104,82K,FDA,ENTITY_UNIT_BINDING,True,1,0,96622,16.560064095290034
qwen35_2b,Qwen3.5-2B,FDA_0024_4K,FDA_0024,4K,FDA,UNANSWERABLE,False,0,1,5059,12.30463652380727
qwen35_2b,Qwen3.5-2B,SEC_0105_82K,SEC_0105,82K,SEC,ENTITY_UNIT_BINDING,False,0,1,110478,16.753399582054545
qwen35_2b,Qwen3.5-2B,CT_0039_8K,CT_0039,8K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,1,0,9668,13.239001757765582
qwen35_2b,Qwen3.5-2B,SEC_0023_4K,SEC_0023,4K,SEC,UNANSWERABLE,True,1,0,5583,12.446824840780307
