question_family_id,domain,question_type,state_sequence,inaccuracy_transition,hallucinatory_transition,grounded_transition,state_4K,state_8K,state_16K,state_32K,state_64K,state_82K
FDA_0011,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|CORRECT|CORRECT|HALLUCINATORY_INACCURACY|CORRECT,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,CORRECT,CORRECT,HALLUCINATORY_INACCURACY,CORRECT
FDA_0012,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|CORRECT|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,CORRECT,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0013,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|CORRECT|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,CORRECT,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0014,FDA,RETRIEVAL_CALCULATION,CORRECT|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,first_inaccurate_at_8K,first_hallucinatory_at_8K,never_grounded,CORRECT,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0015,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0016,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0017,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0018,FDA,TEMPORAL_VERSION,CORRECT|CORRECT|CORRECT|CORRECT|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY,first_inaccurate_at_64K,non_monotonic_or_recovered_after_hallucinatory,first_grounded_at_82K,CORRECT,CORRECT,CORRECT,CORRECT,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY
FDA_0019,FDA,TEMPORAL_VERSION,CORRECT|CORRECT|CORRECT|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY,first_inaccurate_at_64K,never_hallucinatory,first_grounded_at_64K,CORRECT,CORRECT,CORRECT,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FDA_0020,FDA,TEMPORAL_VERSION,CORRECT|CORRECT|GROUNDED_INACCURACY|HALLUCINATORY_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY,first_inaccurate_at_16K,non_monotonic_or_recovered_after_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,CORRECT,GROUNDED_INACCURACY,HALLUCINATORY_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FDA_0021,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0022,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0023,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0024,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0025,FDA,UNANSWERABLE,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0026,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0027,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0028,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0029,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0030,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0031,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0032,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0033,FDA,DIRECT_RETRIEVAL,GROUNDED_INACCURACY|GROUNDED_INACCURACY|GROUNDED_INACCURACY|CORRECT|GROUNDED_INACCURACY|GROUNDED_INACCURACY,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,GROUNDED_INACCURACY,GROUNDED_INACCURACY,GROUNDED_INACCURACY,CORRECT,GROUNDED_INACCURACY,GROUNDED_INACCURACY
FDA_0034,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0035,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0036,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0037,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|GROUNDED_INACCURACY|CORRECT|CORRECT|CORRECT,non_monotonic_or_recovered_after_inaccurate,never_hallucinatory,non_monotonic_or_recovered_after_grounded,CORRECT,CORRECT,GROUNDED_INACCURACY,CORRECT,CORRECT,CORRECT
FDA_0038,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0039,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0040,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0041,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0042,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0043,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0044,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0045,FDA,DIRECT_RETRIEVAL,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0046,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|CORRECT|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|CORRECT,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,CORRECT,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,CORRECT
FDA_0047,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|CORRECT|HALLUCINATORY_INACCURACY,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,CORRECT,HALLUCINATORY_INACCURACY
FDA_0048,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|CORRECT|CORRECT|CORRECT|CORRECT,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0049,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0050,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|CORRECT,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,CORRECT
FDA_0051,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|CORRECT|HALLUCINATORY_INACCURACY|CORRECT|CORRECT,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,CORRECT,HALLUCINATORY_INACCURACY,CORRECT,CORRECT
FDA_0052,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0053,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|CORRECT|HALLUCINATORY_INACCURACY|CORRECT,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,CORRECT,HALLUCINATORY_INACCURACY,CORRECT
FDA_0054,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|CORRECT|CORRECT|CORRECT,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,CORRECT,CORRECT,CORRECT
FDA_0055,FDA,RETRIEVAL_CALCULATION,CORRECT|CORRECT|CORRECT|CORRECT|CORRECT|CORRECT,never_inaccurate,never_hallucinatory,never_grounded,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0056,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|CORRECT|CORRECT|CORRECT,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,CORRECT,CORRECT,CORRECT
FDA_0057,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|CORRECT|CORRECT|CORRECT|CORRECT,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,CORRECT,CORRECT,CORRECT,CORRECT
FDA_0058,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|CORRECT|HALLUCINATORY_INACCURACY,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,CORRECT,HALLUCINATORY_INACCURACY
FDA_0059,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|CORRECT|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,CORRECT,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0060,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|CORRECT|CORRECT|HALLUCINATORY_INACCURACY,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,CORRECT,CORRECT,HALLUCINATORY_INACCURACY
FDA_0061,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|CORRECT|CORRECT|HALLUCINATORY_INACCURACY|CORRECT,non_monotonic_or_recovered_after_inaccurate,non_monotonic_or_recovered_after_hallucinatory,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,CORRECT,CORRECT,HALLUCINATORY_INACCURACY,CORRECT
FDA_0062,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0063,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0064,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0065,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0066,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0067,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0068,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0069,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0070,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0071,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0072,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0073,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0074,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0075,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
FDA_0076,FDA,RETRIEVAL_CALCULATION,HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY|HALLUCINATORY_INACCURACY,inaccurate_all_available_contexts,hallucinatory_all_available_contexts,never_grounded,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY,HALLUCINATORY_INACCURACY
