instance_id,question_family_id,domain,question_type,context_length_label,answerable,gold_answer,raw_output_text,parsed_answer,normalized_gold_answer,normalized_model_answer,answer_correct,abstention_correct,hallucination,error_type,matched_context_value,matched_distractor_type,grading_rule_used,needs_semantic_review,review_reason,input_tokens,generated_tokens_count,generation_latency_seconds
FRED_0005_64K,FRED_0005,FRED,DIRECT_RETRIEVAL,64K,True,3.600,ANSWER: 3.6,3.6,3.6,3.6,True,True,False,CORRECT,3.6,WRONG_PERIOD,answer_only_exact_match,False,,64917,8,7.7731824573129416
CT_0008_8K,CT_0008,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,True,EXPERIMENTAL,ANSWER: EXPERIMENTAL,EXPERIMENTAL,experimental,experimental,True,True,False,CORRECT,EXPERIMENTAL,WRONG_ENTITY,answer_only_exact_match,False,,8383,7,0.5770751498639584
FRED_0020_16K,FRED_0020,FRED,TEMPORAL_VERSION,16K,True,"19,478.893",ANSWER: 23982.379,23982.379,19478.893,23982.379,False,True,False,WRONG_UNIT,23982.379,WRONG_UNIT,answer_matches_context_distractor_value,False,,16424,9,1.2216369956731796
FDA_0021_32K,FDA_0021,FDA,UNANSWERABLE,32K,False,,ANSWER: ORAL,ORAL,INSUFFICIENT_EVIDENCE,oral,False,False,True,FAILED_TO_ABSTAIN,ORAL,OTHER_SAME_DOMAIN,unanswerable_instance_factual_answer,False,,32639,6,2.781974883750081
CT_0012_4K,CT_0012,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,4K,True,"49,951",ANSWER: 50000,50000,49951,50000,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,4276,7,0.30647086910903454
FRED_0019_16K,FRED_0019,FRED,TEMPORAL_VERSION,16K,True,3.700,ANSWER: 3.7,3.7,3.7,3.7,True,True,False,CORRECT,3.7,NEAR_MATCH_VALUE,answer_only_exact_match,False,,16387,8,1.2115489756688476
FDA_0002_64K,FDA_0002,FDA,DIRECT_RETRIEVAL,64K,True,TABLET,ANSWER: TABLET,TABLET,tablet,tablet,True,True,False,CORRECT,TABLET,WRONG_ENTITY,answer_only_exact_match,False,,65014,6,7.722221130505204
CT_0023_4K,CT_0023,CLINICAL_TRIALS,UNANSWERABLE,4K,False,,ANSWER: 2017-07-21,2017-07-21,INSUFFICIENT_EVIDENCE,2017-07-21,False,False,True,FAILED_TO_ABSTAIN,2017-07-21,WRONG_FIELD,unanswerable_instance_factual_answer,False,,4265,11,0.34648602455854416
FRED_0016_32K,FRED_0016,FRED,RETRIEVAL_CALCULATION,32K,True,0.00%,ANSWER: 0.03,0.03,0.0,0.03,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,32588,8,2.825355989858508
SEC_0002_4K,SEC_0002,SEC,DIRECT_RETRIEVAL,4K,True,"63,937,000,000",ANSWER: 63937000000.0,63937000000.0,63937000000.0,63937000000.0,True,True,False,CORRECT,63937000000.0,,answer_only_exact_match,False,,4291,11,0.34990358632057905
FRED_0003_16K,FRED_0003,FRED,DIRECT_RETRIEVAL,16K,True,298.786,ANSWER: 298.786,298.786,298.786,298.786,True,True,False,CORRECT,298.786,,answer_only_exact_match,False,,16408,8,1.209787075407803
CT_0018_32K,CT_0018,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,32K,True,2021-03-02,ANSWER: 2021-03-02,2021-03-02,2021-03-02,2021-03-02,True,True,False,CORRECT,2021-03-02,WRONG_ENTITY,answer_only_exact_match,False,,32705,11,2.9107946855947375
FRED_0008_16K,FRED_0008,FRED,ENTITY_UNIT_BINDING,16K,True,1.770,ANSWER: 1.77,1.77,1.77,1.77,True,True,False,CORRECT,1.77,,answer_only_exact_match,False,,16387,8,1.2086261669173837
CT_0019_4K,CT_0019,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,True,2023-02-13,ANSWER: 2023-03-23,2023-03-23,2023-02-13,2023-03-23,False,True,False,WRONG_FIELD,2023-03-23,WRONG_FIELD,answer_matches_context_distractor_value,False,,4255,11,0.34753905422985554
SEC_0017_16K,SEC_0017,SEC,TEMPORAL_VERSION,16K,True,"-16,276,000,000",ANSWER: -16276000000.0,-16276000000.0,-16276000000.0,-16276000000.0,True,True,False,CORRECT,-16276000000.0,,answer_only_exact_match,False,,16513,11,1.263397766277194
SEC_0003_64K,SEC_0003,SEC,DIRECT_RETRIEVAL,64K,True,"281,724,000,000",ANSWER: 70066000000,70066000000,281724000000.0,70066000000.0,False,True,False,WRONG_PERIOD,70066000000.0,WRONG_PERIOD,answer_matches_context_distractor_value,False,,65340,9,7.879048923961818
CT_0013_8K,CT_0013,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,8K,True,715,ANSWER: 109,109,715,109,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,8389,6,0.5847015231847763
SEC_0010_4K,SEC_0010,SEC,RETRIEVAL_CALCULATION,4K,True,27.84%,ANSWER: 11.11,11.11,27.84,11.11,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,4258,8,0.30502681713551283
CT_0019_64K,CT_0019,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,True,2023-02-13,ANSWER: 2026-04-09,2026-04-09,2023-02-13,2026-04-09,False,True,False,WRONG_FIELD,2026-04-09,WRONG_FIELD,answer_matches_context_distractor_value,False,,65208,11,7.938149241730571
SEC_0020_4K,SEC_0020,SEC,TEMPORAL_VERSION,4K,True,"3,706,200,000",ANSWER: 3706200000.0,3706200000.0,3706200000.0,3706200000.0,True,True,False,CORRECT,3706200000.0,,answer_only_exact_match,False,,4357,11,0.3502203719690442
SEC_0003_32K,SEC_0003,SEC,DIRECT_RETRIEVAL,32K,True,"281,724,000,000",ANSWER: 69632000000,69632000000,281724000000.0,69632000000.0,False,True,False,WRONG_PERIOD,69632000000.0,WRONG_PERIOD,answer_matches_context_distractor_value,False,,32758,9,2.8602102417498827
FDA_0019_16K,FDA_0019,FDA,TEMPORAL_VERSION,16K,True,1996-01-29,ANSWER: 1997-01-13,1997-01-13,1996-01-29,1997-01-13,False,True,False,WRONG_PERIOD,1997-01-13,WRONG_PERIOD,answer_matches_context_distractor_value,False,,16375,11,1.219662786461413
FDA_0025_4K,FDA_0025,FDA,UNANSWERABLE,4K,False,,ANSWER: ORAL,ORAL,INSUFFICIENT_EVIDENCE,oral,False,False,True,FAILED_TO_ABSTAIN,ORAL,OTHER_SAME_DOMAIN,unanswerable_instance_factual_answer,False,,4273,6,0.28689965792000294
CT_0011_64K,CT_0011,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,64K,True,"3,998",ANSWER: 4141,4141,3998,4141,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,65148,7,7.785487308166921
SEC_0025_32K,SEC_0025,SEC,UNANSWERABLE,32K,False,,ANSWER: INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,True,False,CORRECT,,,answer_only_exact_match,False,,32752,10,2.8801587531343102
FRED_0006_16K,FRED_0006,FRED,ENTITY_UNIT_BINDING,16K,True,"149,952",ANSWER: 131597,131597,149952.0,131597.0,False,True,False,WRONG_PERIOD,131597.0,WRONG_PERIOD,answer_matches_context_distractor_value,False,,16376,7,1.155458390712738
FRED_0003_4K,FRED_0003,FRED,DIRECT_RETRIEVAL,4K,True,298.786,ANSWER: 298.786,298.786,298.786,298.786,True,True,False,CORRECT,298.786,,answer_only_exact_match,False,,4299,8,0.31508631631731987
FRED_0007_4K,FRED_0007,FRED,ENTITY_UNIT_BINDING,4K,True,3.260,ANSWER: 3.26,3.26,3.26,3.26,True,True,False,CORRECT,3.26,,answer_only_exact_match,False,,4242,8,0.31128381565213203
FDA_0005_4K,FDA_0005,FDA,DIRECT_RETRIEVAL,4K,True,CAPSULE,ANSWER: CAPSULE,CAPSULE,capsule,capsule,True,True,False,CORRECT,CAPSULE,WRONG_ENTITY,answer_only_exact_match,False,,4298,7,0.3016879018396139
CT_0024_64K,CT_0024,CLINICAL_TRIALS,UNANSWERABLE,64K,False,,ANSWER: 2025-07-17,2025-07-17,INSUFFICIENT_EVIDENCE,2025-07-17,False,False,True,FAILED_TO_ABSTAIN,2025-07-17,WRONG_FIELD,unanswerable_instance_factual_answer,False,,65175,11,7.936185580678284
FDA_0018_16K,FDA_0018,FDA,TEMPORAL_VERSION,16K,True,2018-08-24,ANSWER: 2018-08-24,2018-08-24,2018-08-24,2018-08-24,True,True,False,CORRECT,2018-08-24,,answer_only_exact_match,False,,16432,11,1.2558227311819792
FDA_0011_32K,FDA_0011,FDA,RETRIEVAL_CALCULATION,32K,True,2,ANSWER: 2,2,2,2,True,True,False,CORRECT,,,answer_only_exact_match,False,,32595,6,2.7792104398831725
FRED_0002_32K,FRED_0002,FRED,DIRECT_RETRIEVAL,32K,True,"23,425.910",ANSWER: 23425.91,23425.91,23425.91,23425.91,True,True,False,CORRECT,23425.91,,answer_only_exact_match,False,,32618,9,2.8454652782529593
CT_0014_32K,CT_0014,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,32K,True,"1,230",ANSWER: 6,6,1230,6,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,32719,6,2.7915665106847882
SEC_0003_4K,SEC_0003,SEC,DIRECT_RETRIEVAL,4K,True,"281,724,000,000",ANSWER: 281724000000.0,281724000000.0,281724000000.0,281724000000.0,True,True,False,CORRECT,281724000000.0,,answer_only_exact_match,False,,4322,11,0.34923376981168985
FDA_0023_64K,FDA_0023,FDA,UNANSWERABLE,64K,False,,ANSWER: ORAL,ORAL,INSUFFICIENT_EVIDENCE,oral,False,False,True,FAILED_TO_ABSTAIN,ORAL,OTHER_SAME_DOMAIN,unanswerable_instance_factual_answer,False,,65059,6,7.744410012848675
SEC_0021_32K,SEC_0021,SEC,UNANSWERABLE,32K,False,,ANSWER: 22053000000.0,22053000000.0,INSUFFICIENT_EVIDENCE,22053000000.0,False,False,True,FAILED_TO_ABSTAIN,22053000000.0,OTHER_SAME_DOMAIN,unanswerable_instance_factual_answer,False,,32696,11,2.906885406933725
SEC_0007_16K,SEC_0007,SEC,ENTITY_UNIT_BINDING,16K,True,"14,527,000,000",ANSWER: 9831000000,9831000000,14527000000.0,9831000000.0,False,True,False,WRONG_ENTITY,9831000000.0,WRONG_ENTITY,answer_matches_context_distractor_value,False,,16416,9,1.2233419651165605
FRED_0023_8K,FRED_0023,FRED,UNANSWERABLE,8K,False,,ANSWER: INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,True,False,CORRECT,,,answer_only_exact_match,False,,8291,10,0.6172478226944804
SEC_0016_8K,SEC_0016,SEC,RETRIEVAL_CALCULATION,8K,True,-6.84%,ANSWER: 0.00,0.00,-6.84,0.0,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,8402,8,0.594598381780088
SEC_0005_4K,SEC_0005,SEC,DIRECT_RETRIEVAL,4K,True,"15,119,000,000",ANSWER: 15119000000.0,15119000000.0,15119000000.0,15119000000.0,True,True,False,CORRECT,15119000000.0,,answer_only_exact_match,False,,4213,11,0.3394133700057864
CT_0002_16K,CT_0002,CLINICAL_TRIALS,DIRECT_RETRIEVAL,16K,True,44,ANSWER: 44,44,44,44,True,True,False,CORRECT,44.0,,answer_only_exact_match,False,,16403,6,1.1915354039520025
FDA_0016_32K,FDA_0016,FDA,RETRIEVAL_CALCULATION,32K,True,8.9286,ANSWER: 1.1/84,1.1/84,8.9286,,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,32688,10,2.87460027821362
FRED_0012_4K,FRED_0012,FRED,RETRIEVAL_CALCULATION,4K,True,0.00%,ANSWER: 0.05,0.05,0.0,0.05,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,4305,8,0.3122752904891968
CT_0018_16K,CT_0018,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,True,2021-03-02,ANSWER: 2021-03-02,2021-03-02,2021-03-02,2021-03-02,True,True,False,CORRECT,2021-03-02,,answer_only_exact_match,False,,16463,11,1.2582690007984638
CT_0021_16K,CT_0021,CLINICAL_TRIALS,UNANSWERABLE,16K,False,,ANSWER: 2015-01-15,2015-01-15,INSUFFICIENT_EVIDENCE,2015-01-15,False,False,True,FAILED_TO_ABSTAIN,2015-01-15,WRONG_FIELD,unanswerable_instance_factual_answer,False,,16433,11,1.256602579727769
FRED_0014_4K,FRED_0014,FRED,RETRIEVAL_CALCULATION,4K,True,-0.80,ANSWER: 0.20,0.20,-0.8,0.2,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,4294,8,0.3034604024142027
CT_0015_32K,CT_0015,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,32K,True,183,ANSWER: 104,104,183,104,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,32661,6,2.7829040996730328
FRED_0010_8K,FRED_0010,FRED,RETRIEVAL_CALCULATION,8K,True,0.21%,ANSWER: 0.01,0.01,0.21,0.01,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,8376,8,0.593982657417655
SEC_0019_32K,SEC_0019,SEC,TEMPORAL_VERSION,32K,True,"10,151,000,000",ANSWER: 10151000000.0,10151000000.0,10151000000.0,10151000000.0,True,True,False,CORRECT,10151000000.0,,answer_only_exact_match,False,,32798,11,2.935270583257079
SEC_0009_16K,SEC_0009,SEC,RETRIEVAL_CALCULATION,16K,True,5.93%,ANSWER: 3.23,3.23,5.93,3.23,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,16454,8,1.2112224148586392
SEC_0015_4K,SEC_0015,SEC,RETRIEVAL_CALCULATION,4K,True,4.22%,ANSWER: 0.00,0.00,4.22,0.0,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,4260,8,0.3056253716349602
SEC_0009_4K,SEC_0009,SEC,RETRIEVAL_CALCULATION,4K,True,5.93%,ANSWER: 28.00,28.00,5.93,28.0,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,4304,8,0.3168866690248251
FDA_0017_64K,FDA_0017,FDA,RETRIEVAL_CALCULATION,64K,True,2.0000,ANSWER: 0.4,0.4,2.0,0.4,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,65132,8,7.804919614456594
FRED_0022_32K,FRED_0022,FRED,UNANSWERABLE,32K,False,,ANSWER: INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,True,False,CORRECT,,,answer_only_exact_match,False,,32525,10,2.864768575876951
FRED_0009_8K,FRED_0009,FRED,ENTITY_UNIT_BINDING,8K,True,"21,967.045",ANSWER: 25544.273,25544.273,21967.045,25544.273,False,True,False,WRONG_UNIT,25544.273,WRONG_UNIT,answer_matches_context_distractor_value,False,,8303,9,0.5901981219649315
FDA_0016_16K,FDA_0016,FDA,RETRIEVAL_CALCULATION,16K,True,8.9286,ANSWER: 0.750,0.750,8.9286,0.75,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,16400,8,1.205221970565617
FDA_0009_8K,FDA_0009,FDA,ENTITY_UNIT_BINDING,8K,True,"0.088MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",ANSWER: 0.088MG,0.088MG,"0.088mg**seecurrentannualedition,1.8descriptionofspecialsituations,levothyroxinesodium",0.088mg,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,8346,9,0.607956213876605
FRED_0014_32K,FRED_0014,FRED,RETRIEVAL_CALCULATION,32K,True,-0.80,ANSWER: 3.53,3.53,-0.8,3.53,False,True,False,CALCULATION_ERROR,3.53,,calculation_answer_matches_context_operand_or_value,False,,32642,8,2.82734158821404
CT_0004_32K,CT_0004,CLINICAL_TRIALS,DIRECT_RETRIEVAL,32K,True,38,ANSWER: 38,38,38,38,True,True,False,CORRECT,38.0,,answer_only_exact_match,False,,32702,6,2.786595872603357
FRED_0002_8K,FRED_0002,FRED,DIRECT_RETRIEVAL,8K,True,"23,425.910",ANSWER: 23425.91,23425.91,23425.91,23425.91,True,True,False,CORRECT,23425.91,,answer_only_exact_match,False,,8283,9,0.603116967715323
SEC_0018_64K,SEC_0018,SEC,TEMPORAL_VERSION,64K,True,"81,770,000,000",ANSWER: 81770000000.0,81770000000.0,81770000000.0,81770000000.0,True,True,False,CORRECT,81770000000.0,WRONG_PERIOD,answer_only_exact_match,False,,65287,11,7.954531478695571
SEC_0005_16K,SEC_0005,SEC,DIRECT_RETRIEVAL,16K,True,"15,119,000,000",ANSWER: 39240000000,39240000000,15119000000.0,39240000000.0,False,True,False,WRONG_ENTITY,39240000000.0,WRONG_ENTITY,answer_matches_context_distractor_value,False,,16464,9,1.2245209971442819
FDA_0009_64K,FDA_0009,FDA,ENTITY_UNIT_BINDING,64K,True,"0.088MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",ANSWER: 0.112MG,0.112MG,"0.088mg**seecurrentannualedition,1.8descriptionofspecialsituations,levothyroxinesodium",0.112mg,False,True,False,WRONG_ENTITY,0.112MG,WRONG_ENTITY,answer_matches_context_distractor_value,False,,65118,9,7.8495837254449725
FRED_0002_16K,FRED_0002,FRED,DIRECT_RETRIEVAL,16K,True,"23,425.910",ANSWER: 22722.581,22722.581,23425.91,22722.581,False,True,False,WRONG_VERSION,22722.581,WRONG_VERSION,answer_matches_context_distractor_value,False,,16396,9,1.221849157474935
FRED_0004_64K,FRED_0004,FRED,DIRECT_RETRIEVAL,64K,True,"20,985.448",ANSWER: 20985.448,20985.448,20985.448,20985.448,True,True,False,CORRECT,20985.448,WRONG_VERSION,answer_only_exact_match,False,,64937,9,7.821520341560245
CT_0022_16K,CT_0022,CLINICAL_TRIALS,UNANSWERABLE,16K,False,,ANSWER: 2018-05-24,2018-05-24,INSUFFICIENT_EVIDENCE,2018-05-24,False,False,True,FAILED_TO_ABSTAIN,2018-05-24,WRONG_FIELD,unanswerable_instance_factual_answer,False,,16457,11,1.2725163446739316
FRED_0006_8K,FRED_0006,FRED,ENTITY_UNIT_BINDING,8K,True,"149,952",ANSWER: 150895,150895,149952.0,150895.0,False,True,False,WRONG_SERIES_VARIANT,150895.0,WRONG_SERIES_VARIANT,answer_matches_context_distractor_value,False,,8328,7,0.5843042964115739
CT_0008_64K,CT_0008,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,64K,True,EXPERIMENTAL,ANSWER: ACTIVE_COMPARATOR,ACTIVE_COMPARATOR,experimental,active_comparator,False,True,False,WRONG_ENTITY,ACTIVE_COMPARATOR,WRONG_ENTITY,answer_matches_context_distractor_value,False,,65223,8,7.8455103216692805
FRED_0021_32K,FRED_0021,FRED,UNANSWERABLE,32K,False,,ANSWER: 3.35,3.35,INSUFFICIENT_EVIDENCE,3.35,False,False,True,FAILED_TO_ABSTAIN,3.35,WRONG_FIELD,unanswerable_instance_factual_answer,False,,32620,8,2.8229302559047937
FDA_0021_4K,FDA_0021,FDA,UNANSWERABLE,4K,False,,ANSWER: ORAL,ORAL,INSUFFICIENT_EVIDENCE,oral,False,False,True,FAILED_TO_ABSTAIN,ORAL,OTHER_SAME_DOMAIN,unanswerable_instance_factual_answer,False,,4246,6,0.28978881798684597
FDA_0001_32K,FDA_0001,FDA,DIRECT_RETRIEVAL,32K,True,TABLET,ANSWER: TABLET,TABLET,tablet,tablet,True,True,False,CORRECT,TABLET,WRONG_ENTITY,answer_only_exact_match,False,,32655,6,2.7964637894183397
FRED_0007_32K,FRED_0007,FRED,ENTITY_UNIT_BINDING,32K,True,3.260,ANSWER: 3.26,3.26,3.26,3.26,True,True,False,CORRECT,3.26,,answer_only_exact_match,False,,32574,8,2.8183181481435895
FRED_0025_16K,FRED_0025,FRED,UNANSWERABLE,16K,False,,ANSWER: INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,True,False,CORRECT,,,answer_only_exact_match,False,,16405,10,1.2387736830860376
FDA_0023_16K,FDA_0023,FDA,UNANSWERABLE,16K,False,,ANSWER: ORAL,ORAL,INSUFFICIENT_EVIDENCE,oral,False,False,True,FAILED_TO_ABSTAIN,ORAL,OTHER_SAME_DOMAIN,unanswerable_instance_factual_answer,False,,16377,6,1.1400119522586465
CT_0007_16K,CT_0007,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,16K,True,PLACEBO_COMPARATOR,ANSWER: PLACEBO_COMPARATOR,PLACEBO_COMPARATOR,placebo_comparator,placebo_comparator,True,True,False,CORRECT,PLACEBO_COMPARATOR,WRONG_ENTITY,answer_only_exact_match,False,,16513,9,1.2301827538758516
FRED_0020_64K,FRED_0020,FRED,TEMPORAL_VERSION,64K,True,"19,478.893",ANSWER: 23982.379,23982.379,19478.893,23982.379,False,True,False,WRONG_UNIT,23982.379,WRONG_UNIT,answer_matches_context_distractor_value,False,,64940,9,7.829917752183974
CT_0025_16K,CT_0025,CLINICAL_TRIALS,UNANSWERABLE,16K,False,,ANSWER: 18 Years,18 Years,INSUFFICIENT_EVIDENCE,18 years,False,False,True,FAILED_TO_ABSTAIN,18 Years,WRONG_FIELD,unanswerable_instance_factual_answer,False,,16412,7,1.1936024026945233
FRED_0024_4K,FRED_0024,FRED,UNANSWERABLE,4K,False,,ANSWER: INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,True,False,CORRECT,,,answer_only_exact_match,False,,4212,10,0.3284186255186796
FDA_0010_4K,FDA_0010,FDA,RETRIEVAL_CALCULATION,4K,True,2,ANSWER: 3,3,2,3,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,4210,6,0.2854728978127241
FDA_0014_16K,FDA_0014,FDA,RETRIEVAL_CALCULATION,16K,True,4.0000,ANSWER: 14,14,4.0,14.0,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,16417,6,1.1810158183798194
FDA_0015_16K,FDA_0015,FDA,RETRIEVAL_CALCULATION,16K,True,2.0000,ANSWER: 0.3200,0.3200,2.0,0.32,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,16460,9,1.2222531316801906
CT_0008_4K,CT_0008,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,4K,True,EXPERIMENTAL,ANSWER: EXPERIMENTAL,EXPERIMENTAL,experimental,experimental,True,True,False,CORRECT,EXPERIMENTAL,WRONG_ENTITY,answer_only_exact_match,False,,4324,7,0.29386116471141577
CT_0020_8K,CT_0020,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,8K,True,2018-11-26,ANSWER: 2020-11-06,2020-11-06,2018-11-26,2020-11-06,False,True,False,WRONG_FIELD,2020-11-06,WRONG_FIELD,answer_matches_context_distractor_value,False,,8354,11,0.6364485044032335
FRED_0023_4K,FRED_0023,FRED,UNANSWERABLE,4K,False,,ANSWER: INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,True,True,False,CORRECT,,,answer_only_exact_match,False,,4271,10,0.34001299925148487
FDA_0012_4K,FDA_0012,FDA,RETRIEVAL_CALCULATION,4K,True,3,ANSWER: 7,7,3,7,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,4252,6,0.2940545193850994
FRED_0006_32K,FRED_0006,FRED,ENTITY_UNIT_BINDING,32K,True,"149,952",ANSWER: 149952,149952,149952.0,149952.0,True,True,False,CORRECT,149952.0,,answer_only_exact_match,False,,32599,7,2.804709172807634
FDA_0011_16K,FDA_0011,FDA,RETRIEVAL_CALCULATION,16K,True,2,ANSWER: 2,2,2,2,True,True,False,CORRECT,,,answer_only_exact_match,False,,16438,6,1.1785629754886031
CT_0010_16K,CT_0010,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,16K,True,80,ANSWER: -124,-124,80,-124,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,16446,6,1.1762178391218185
FDA_0022_16K,FDA_0022,FDA,UNANSWERABLE,16K,False,,ANSWER: ORAL,ORAL,INSUFFICIENT_EVIDENCE,oral,False,False,True,FAILED_TO_ABSTAIN,ORAL,OTHER_SAME_DOMAIN,unanswerable_instance_factual_answer,False,,16441,6,1.1755322236567736
SEC_0020_64K,SEC_0020,SEC,TEMPORAL_VERSION,64K,True,"3,706,200,000",ANSWER: 3676500000.0,3676500000.0,3706200000.0,3676500000.0,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,65333,11,7.952475904487073
CT_0016_16K,CT_0016,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,16K,True,22,ANSWER: 34,34,22,34,False,True,False,WRONG_ENTITY,34.0,WRONG_ENTITY,answer_matches_context_distractor_value,False,,16446,6,1.178336021490395
FRED_0009_4K,FRED_0009,FRED,ENTITY_UNIT_BINDING,4K,True,"21,967.045",ANSWER: 21919.222,21919.222,21967.045,21919.222,False,True,False,WRONG_VERSION,21919.222,WRONG_VERSION,answer_matches_context_distractor_value,False,,4282,9,0.32360616978257895
FRED_0006_64K,FRED_0006,FRED,ENTITY_UNIT_BINDING,64K,True,"149,952",ANSWER: 150895,150895,149952.0,150895.0,False,True,False,WRONG_SERIES_VARIANT,150895.0,WRONG_SERIES_VARIANT,answer_matches_context_distractor_value,False,,64936,7,7.731519511900842
CT_0015_64K,CT_0015,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,64K,True,183,ANSWER: 109,109,183,109,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,65202,6,7.757029330357909
SEC_0014_8K,SEC_0014,SEC,RETRIEVAL_CALCULATION,8K,True,47.90%,ANSWER: INSUFFICIENT_EVIDENCE,INSUFFICIENT_EVIDENCE,47.9,INSUFFICIENT_EVIDENCE,False,False,False,UNNECESSARY_ABSTENTION,,,answerable_instance_unnecessary_abstention,False,,8315,10,0.6150311920791864
SEC_0021_64K,SEC_0021,SEC,UNANSWERABLE,64K,False,,ANSWER: 3351000000,3351000000,INSUFFICIENT_EVIDENCE,3351000000,False,False,True,FAILED_TO_ABSTAIN,,,unanswerable_instance_factual_answer,False,,65312,9,7.8862070655450225
FDA_0013_8K,FDA_0013,FDA,RETRIEVAL_CALCULATION,8K,True,5,ANSWER: 9,9,5,9,False,True,True,UNSUPPORTED_VALUE,,,answer_not_matched_to_context_value,False,,8275,6,0.5693528624251485
SEC_0007_8K,SEC_0007,SEC,ENTITY_UNIT_BINDING,8K,True,"14,527,000,000",ANSWER: 14527000000.0,14527000000.0,14527000000.0,14527000000.0,True,True,False,CORRECT,14527000000.0,,answer_only_exact_match,False,,8369,11,0.6351339919492602
FDA_0007_16K,FDA_0007,FDA,ENTITY_UNIT_BINDING,16K,True,0.3MG,ANSWER: 0.3MG,0.3MG,0.3mg,0.3mg,True,True,False,CORRECT,0.3MG,,answer_only_exact_match,False,,16390,9,1.224264431744814
FDA_0025_64K,FDA_0025,FDA,UNANSWERABLE,64K,False,,ANSWER: ORAL,ORAL,INSUFFICIENT_EVIDENCE,oral,False,False,True,FAILED_TO_ABSTAIN,ORAL,OTHER_SAME_DOMAIN,unanswerable_instance_factual_answer,False,,65078,6,7.746517954394221
