instance_id,question_family_id,context_length_label,domain,question_type,answerable,generated_tokens_count,hit_max_new_tokens_512,strict_json_valid,recovery_success,usable_structured_output,format_failure,output_truncated,degenerate_output,malformed_output_pattern,recovery_method,parse_confidence,parse_failure_reason,raw_output_chars
FRED_0021_16K,FRED_0021,16K,FRED,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,936
FDA_0024_32K,FDA_0024,32K,FDA,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,770
FDA_0005_32K,FDA_0005,32K,FDA,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,872
FRED_0024_16K,FRED_0024,16K,FRED,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,845
FDA_0008_4K,FDA_0008,4K,FDA,ENTITY_UNIT_BINDING,True,56,False,True,False,True,False,False,False,valid_json,,strict,,140
SEC_0011_16K,SEC_0011,16K,SEC,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1027
SEC_0023_32K,SEC_0023,32K,SEC,UNANSWERABLE,False,41,False,True,False,True,False,False,False,valid_json,,strict,,109
FRED_0022_16K,FRED_0022,16K,FRED,UNANSWERABLE,False,26,False,True,False,True,False,False,False,valid_json,,strict,,82
FRED_0003_16K,FRED_0003,16K,FRED,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1034
FDA_0012_4K,FDA_0012,4K,FDA,RETRIEVAL_CALCULATION,True,91,False,True,False,True,False,False,False,valid_json,,strict,,204
FDA_0014_4K,FDA_0014,4K,FDA,RETRIEVAL_CALCULATION,True,37,False,True,False,True,False,False,False,valid_json,,strict,,97
FRED_0020_64K,FRED_0020,64K,FRED,TEMPORAL_VERSION,True,28,False,True,False,True,False,False,False,valid_json,,strict,,87
FDA_0024_4K,FDA_0024,4K,FDA,UNANSWERABLE,False,39,False,True,False,True,False,False,False,valid_json,,strict,,111
FRED_0011_8K,FRED_0011,8K,FRED,RETRIEVAL_CALCULATION,True,35,False,True,False,True,False,False,False,valid_json,,strict,,97
CT_0012_64K,CT_0012,64K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,28,False,True,False,True,False,False,False,valid_json,,strict,,91
FRED_0020_16K,FRED_0020,16K,FRED,TEMPORAL_VERSION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,914
FRED_0019_64K,FRED_0019,64K,FRED,TEMPORAL_VERSION,True,27,False,True,False,True,False,False,False,valid_json,,strict,,83
CT_0005_64K,CT_0005,64K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,997
SEC_0013_64K,SEC_0013,64K,SEC,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,816
FRED_0024_32K,FRED_0024,32K,FRED,UNANSWERABLE,False,28,False,True,False,True,False,False,False,valid_json,,strict,,82
CT_0012_32K,CT_0012,32K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,28,False,True,False,True,False,False,False,valid_json,,strict,,91
FDA_0023_32K,FDA_0023,32K,FDA,UNANSWERABLE,False,512,True,False,False,False,True,True,False,partially_truncated_json,,none,no unambiguous complete response object with all required fields,1206
CT_0004_4K,CT_0004,4K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,59,False,True,False,True,False,False,False,valid_json,,strict,,135
FRED_0012_64K,FRED_0012,64K,FRED,RETRIEVAL_CALCULATION,True,36,False,True,False,True,False,False,False,valid_json,,strict,,97
FDA_0002_4K,FDA_0002,4K,FDA,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,878
FRED_0016_4K,FRED_0016,4K,FRED,RETRIEVAL_CALCULATION,True,35,False,True,False,True,False,False,False,valid_json,,strict,,97
FRED_0016_64K,FRED_0016,64K,FRED,RETRIEVAL_CALCULATION,True,30,False,True,False,True,False,False,False,valid_json,,strict,,83
FDA_0018_32K,FDA_0018,32K,FDA,TEMPORAL_VERSION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,775
FDA_0009_64K,FDA_0009,64K,FDA,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,836
CT_0011_64K,CT_0011,64K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,28,False,True,False,True,False,False,False,valid_json,,strict,,91
FRED_0009_32K,FRED_0009,32K,FRED,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,829
FRED_0012_4K,FRED_0012,4K,FRED,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,916
FRED_0001_16K,FRED_0001,16K,FRED,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1035
CT_0021_4K,CT_0021,4K,CLINICAL_TRIALS,UNANSWERABLE,False,60,False,True,False,True,False,False,False,valid_json,,strict,,146
FDA_0015_8K,FDA_0015,8K,FDA,RETRIEVAL_CALCULATION,True,36,False,True,False,True,False,False,False,valid_json,,strict,,97
CT_0013_32K,CT_0013,32K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,22,False,True,False,True,False,False,False,valid_json,,strict,,78
SEC_0007_8K,SEC_0007,8K,SEC,ENTITY_UNIT_BINDING,True,148,False,True,False,True,False,False,False,valid_json,,strict,,299
SEC_0005_16K,SEC_0005,16K,SEC,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,824
FDA_0001_64K,FDA_0001,64K,FDA,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,965
FDA_0010_64K,FDA_0010,64K,FDA,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,822
FDA_0023_16K,FDA_0023,16K,FDA,UNANSWERABLE,False,52,False,True,False,True,False,False,False,valid_json,,strict,,125
CT_0007_4K,CT_0007,4K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,32,False,True,False,True,False,False,False,valid_json,,strict,,97
CT_0003_4K,CT_0003,4K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,56,False,True,False,True,False,False,False,valid_json,,strict,,136
FRED_0007_16K,FRED_0007,16K,FRED,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,737
FDA_0003_8K,FDA_0003,8K,FDA,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,933
SEC_0001_32K,SEC_0001,32K,SEC,DIRECT_RETRIEVAL,True,29,False,True,False,True,False,False,False,valid_json,,strict,,93
FRED_0011_32K,FRED_0011,32K,FRED,RETRIEVAL_CALCULATION,True,34,False,True,False,True,False,False,False,valid_json,,strict,,97
CT_0022_64K,CT_0022,64K,CLINICAL_TRIALS,UNANSWERABLE,False,31,False,True,False,True,False,False,False,valid_json,,strict,,89
CT_0008_32K,CT_0008,32K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,902
FDA_0003_16K,FDA_0003,16K,FDA,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,968
FDA_0010_16K,FDA_0010,16K,FDA,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1013
CT_0019_64K,CT_0019,64K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,640
CT_0022_8K,CT_0022,8K,CLINICAL_TRIALS,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,810
FDA_0022_8K,FDA_0022,8K,FDA,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,906
FDA_0001_4K,FDA_0001,4K,FDA,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,False,partially_truncated_json,,none,no unambiguous complete response object with all required fields,850
FDA_0023_4K,FDA_0023,4K,FDA,UNANSWERABLE,False,35,False,True,False,True,False,False,False,valid_json,,strict,,97
SEC_0023_64K,SEC_0023,64K,SEC,UNANSWERABLE,False,31,False,True,False,True,False,False,False,valid_json,,strict,,92
FRED_0012_8K,FRED_0012,8K,FRED,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,897
FRED_0022_4K,FRED_0022,4K,FRED,UNANSWERABLE,False,31,False,True,False,True,False,False,False,valid_json,,strict,,99
FDA_0019_8K,FDA_0019,8K,FDA,TEMPORAL_VERSION,True,56,False,True,False,True,False,False,False,valid_json,,strict,,131
SEC_0023_4K,SEC_0023,4K,SEC,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,914
FRED_0004_64K,FRED_0004,64K,FRED,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,908
FRED_0007_4K,FRED_0007,4K,FRED,ENTITY_UNIT_BINDING,True,27,False,True,False,True,False,False,False,valid_json,,strict,,83
FDA_0015_64K,FDA_0015,64K,FDA,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,910
FDA_0025_4K,FDA_0025,4K,FDA,UNANSWERABLE,False,40,False,True,False,True,False,False,False,valid_json,,strict,,111
SEC_0015_32K,SEC_0015,32K,SEC,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,913
FRED_0021_4K,FRED_0021,4K,FRED,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,864
CT_0015_16K,CT_0015,16K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,70,False,True,False,True,False,False,False,valid_json,,strict,,164
FRED_0023_8K,FRED_0023,8K,FRED,UNANSWERABLE,False,28,False,True,False,True,False,False,False,valid_json,,strict,,99
FDA_0007_16K,FDA_0007,16K,FDA,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,927
FRED_0008_32K,FRED_0008,32K,FRED,ENTITY_UNIT_BINDING,True,26,False,True,False,True,False,False,False,valid_json,,strict,,83
CT_0018_32K,CT_0018,32K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,816
FRED_0018_64K,FRED_0018,64K,FRED,TEMPORAL_VERSION,True,27,False,True,False,True,False,False,False,valid_json,,strict,,86
SEC_0010_16K,SEC_0010,16K,SEC,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,900
SEC_0018_16K,SEC_0018,16K,SEC,TEMPORAL_VERSION,True,31,False,True,False,True,False,False,False,valid_json,,strict,,92
FRED_0021_64K,FRED_0021,64K,FRED,UNANSWERABLE,False,28,False,True,False,True,False,False,False,valid_json,,strict,,83
SEC_0017_4K,SEC_0017,4K,SEC,TEMPORAL_VERSION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,975
FRED_0001_64K,FRED_0001,64K,FRED,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,826
CT_0003_16K,CT_0003,16K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,909
FDA_0009_4K,FDA_0009,4K,FDA,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,934
FDA_0009_8K,FDA_0009,8K,FDA,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,896
SEC_0010_4K,SEC_0010,4K,SEC,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,914
SEC_0011_8K,SEC_0011,8K,SEC,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,851
FRED_0012_32K,FRED_0012,32K,FRED,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,812
SEC_0021_64K,SEC_0021,64K,SEC,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,813
CT_0021_32K,CT_0021,32K,CLINICAL_TRIALS,UNANSWERABLE,False,512,True,False,False,False,True,True,False,partially_truncated_json,,none,no unambiguous complete response object with all required fields,1205
SEC_0007_64K,SEC_0007,64K,SEC,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,909
CT_0002_8K,CT_0002,8K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,909
FRED_0019_32K,FRED_0019,32K,FRED,TEMPORAL_VERSION,True,27,False,True,False,True,False,False,False,valid_json,,strict,,82
FDA_0020_16K,FDA_0020,16K,FDA,TEMPORAL_VERSION,True,31,False,True,False,True,False,False,False,valid_json,,strict,,89
FRED_0024_8K,FRED_0024,8K,FRED,UNANSWERABLE,False,29,False,True,False,True,False,False,False,valid_json,,strict,,99
FRED_0025_4K,FRED_0025,4K,FRED,UNANSWERABLE,False,28,False,True,False,True,False,False,False,valid_json,,strict,,82
CT_0015_64K,CT_0015,64K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,743
FDA_0008_64K,FDA_0008,64K,FDA,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,815
CT_0024_4K,CT_0024,4K,CLINICAL_TRIALS,UNANSWERABLE,False,81,False,True,False,True,False,False,False,valid_json,,strict,,187
FDA_0017_32K,FDA_0017,32K,FDA,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,907
CT_0021_64K,CT_0021,64K,CLINICAL_TRIALS,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,912
SEC_0014_16K,SEC_0014,16K,SEC,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,916
SEC_0012_4K,SEC_0012,4K,SEC,RETRIEVAL_CALCULATION,True,44,False,True,False,True,False,False,False,valid_json,,strict,,111
FRED_0002_8K,FRED_0002,8K,FRED,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,668
FRED_0008_4K,FRED_0008,4K,FRED,ENTITY_UNIT_BINDING,True,26,False,True,False,True,False,False,False,valid_json,,strict,,83
SEC_0002_32K,SEC_0002,32K,SEC,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,817
FRED_0020_8K,FRED_0020,8K,FRED,TEMPORAL_VERSION,True,57,False,True,False,True,False,False,False,valid_json,,strict,,133
FDA_0017_64K,FDA_0017,64K,FDA,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,False,partially_truncated_json,,none,no unambiguous complete response object with all required fields,1290
CT_0007_8K,CT_0007,8K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,50,False,True,False,True,False,False,False,valid_json,,strict,,125
FDA_0021_64K,FDA_0021,64K,FDA,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,931
SEC_0013_16K,SEC_0013,16K,SEC,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,949
CT_0010_32K,CT_0010,32K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,28,False,True,False,True,False,False,False,valid_json,,strict,,91
CT_0020_16K,CT_0020,16K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,951
FRED_0015_32K,FRED_0015,32K,FRED,RETRIEVAL_CALCULATION,True,35,False,True,False,True,False,False,False,valid_json,,strict,,98
SEC_0021_8K,SEC_0021,8K,SEC,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,907
FRED_0025_8K,FRED_0025,8K,FRED,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1024
FRED_0017_32K,FRED_0017,32K,FRED,TEMPORAL_VERSION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,846
CT_0019_32K,CT_0019,32K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,986
CT_0023_8K,CT_0023,8K,CLINICAL_TRIALS,UNANSWERABLE,False,29,False,True,False,True,False,False,False,valid_json,,strict,,89
SEC_0013_32K,SEC_0013,32K,SEC,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,915
FRED_0001_4K,FRED_0001,4K,FRED,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,826
CT_0013_16K,CT_0013,16K,CLINICAL_TRIALS,RETRIEVAL_CALCULATION,True,22,False,True,False,True,False,False,False,valid_json,,strict,,78
FDA_0001_32K,FDA_0001,32K,FDA,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,905
SEC_0005_64K,SEC_0005,64K,SEC,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,False,partially_truncated_json,,none,no unambiguous complete response object with all required fields,836
FRED_0014_32K,FRED_0014,32K,FRED,RETRIEVAL_CALCULATION,True,40,False,True,False,True,False,False,False,valid_json,,strict,,97
FRED_0005_16K,FRED_0005,16K,FRED,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,914
FDA_0001_16K,FDA_0001,16K,FDA,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,923
CT_0017_64K,CT_0017,64K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,911
CT_0020_4K,CT_0020,4K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,910
SEC_0012_64K,SEC_0012,64K,SEC,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,751
FRED_0018_8K,FRED_0018,8K,FRED,TEMPORAL_VERSION,True,33,False,True,False,True,False,False,False,valid_json,,strict,,100
FDA_0022_4K,FDA_0022,4K,FDA,UNANSWERABLE,False,44,False,True,False,True,False,False,False,valid_json,,strict,,111
SEC_0019_16K,SEC_0019,16K,SEC,TEMPORAL_VERSION,True,30,False,True,False,True,False,False,False,valid_json,,strict,,92
SEC_0004_64K,SEC_0004,64K,SEC,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,816
CT_0023_16K,CT_0023,16K,CLINICAL_TRIALS,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,969
CT_0001_8K,CT_0001,8K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,914
CT_0009_16K,CT_0009,16K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,27,False,True,False,True,False,False,False,valid_json,,strict,,96
SEC_0010_32K,SEC_0010,32K,SEC,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,906
CT_0004_8K,CT_0004,8K,CLINICAL_TRIALS,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,False,partially_truncated_json,,none,no unambiguous complete response object with all required fields,1036
FRED_0018_32K,FRED_0018,32K,FRED,TEMPORAL_VERSION,True,32,False,True,False,True,False,False,False,valid_json,,strict,,100
SEC_0020_32K,SEC_0020,32K,SEC,TEMPORAL_VERSION,True,29,False,True,False,True,False,False,False,valid_json,,strict,,89
SEC_0014_32K,SEC_0014,32K,SEC,RETRIEVAL_CALCULATION,True,44,False,False,False,False,True,False,False,unknown_malformed_json,,none,no unambiguous complete response object with all required fields,118
CT_0008_8K,CT_0008,8K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,30,False,True,False,True,False,False,False,valid_json,,strict,,91
CT_0023_4K,CT_0023,4K,CLINICAL_TRIALS,UNANSWERABLE,False,29,False,True,False,True,False,False,False,valid_json,,strict,,89
FRED_0005_8K,FRED_0005,8K,FRED,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,925
CT_0025_16K,CT_0025,16K,CLINICAL_TRIALS,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,818
SEC_0009_8K,SEC_0009,8K,SEC,RETRIEVAL_CALCULATION,True,52,False,True,False,True,False,False,False,valid_json,,strict,,125
SEC_0010_64K,SEC_0010,64K,SEC,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,845
SEC_0017_8K,SEC_0017,8K,SEC,TEMPORAL_VERSION,True,36,False,True,False,True,False,False,False,valid_json,,strict,,107
FDA_0013_4K,FDA_0013,4K,FDA,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,922
SEC_0014_64K,SEC_0014,64K,SEC,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,811
SEC_0023_16K,SEC_0023,16K,SEC,UNANSWERABLE,False,47,False,True,False,True,False,False,False,valid_json,,strict,,120
FRED_0004_32K,FRED_0004,32K,FRED,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,1036
FRED_0001_8K,FRED_0001,8K,FRED,DIRECT_RETRIEVAL,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,811
CT_0025_64K,CT_0025,64K,CLINICAL_TRIALS,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,846
FDA_0009_16K,FDA_0009,16K,FDA,ENTITY_UNIT_BINDING,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,930
SEC_0019_4K,SEC_0019,4K,SEC,TEMPORAL_VERSION,True,30,False,True,False,True,False,False,False,valid_json,,strict,,92
CT_0022_32K,CT_0022,32K,CLINICAL_TRIALS,UNANSWERABLE,False,32,False,True,False,True,False,False,False,valid_json,,strict,,89
SEC_0009_4K,SEC_0009,4K,SEC,RETRIEVAL_CALCULATION,True,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,928
CT_0008_4K,CT_0008,4K,CLINICAL_TRIALS,ENTITY_UNIT_BINDING,True,30,False,True,False,True,False,False,False,valid_json,,strict,,91
FRED_0013_4K,FRED_0013,4K,FRED,RETRIEVAL_CALCULATION,True,34,False,True,False,True,False,False,False,valid_json,,strict,,95
CT_0022_16K,CT_0022,16K,CLINICAL_TRIALS,UNANSWERABLE,False,512,True,False,False,False,True,True,True,repetitive_truncated_selected_evidence,,none,degenerate repeated evidence IDs; required fields are incomplete,809
